,$35k - 40k,$5k - 10k,$30k - 35k,$25k - 30k,$1 - 10k,$20k - 25k,$10k - 15k,$50k - 60k,$40k - 45k,tax_year,type,$45k - 50k,$150k - 250k,$80k - 90k,$15k - 20k,$90k - 100k,< $5k,item_category,> $250k,$60k - 70k,$70k - 80k,item,< $0,$100k - 150k
1294,3693342766.7899117,10646042.05421287,2880857511.9544954,1964070461.9555235,,1189447123.3691475,93467235.92177004,9623490647.133572,4343913509.484017,2011,$,4536563573.860652,13239449180.042557,8359729426.938244,508244409.31201065,7216025688.390865,4951165.695576719,tax payable,24399071094.299217,9802447320.193151,9464644200.429564,net federal tax,,19329573574.40694
1295,131552886.8549626,56254771.74200243,136146698.54113054,145517660.05742395,,148885074.21564987,135101567.5397002,172580234.5612593,129856232.16681308,2011,$,112119043.5954625,87094940.65834159,66116706.59296183,148167258.77066356,49394610.57007678,3022489.853492231,non-refundable tax credits,73213032.15371415,120501843.59008645,86424772.41460977,CPP contributions on self-employment,,132676739.31933512
1296,124297.04675087998,44539.77508573199,152263.88226982794,153299.69099275194,,153299.69099275194,102545.06356947595,170908.43928245993,124297.04675087998,2011,$,126368.66419672794,14501.322120935996,47647.20125450398,140869.98631766398,23823.600627251995,8286.469783391998,non-refundable tax credits,0.0,116010.57696748796,72506.61060467997,EI premiums payable on self-employment,,45575.58380865599
1297,0.0,0.0,0.0,0.0,,0.0,0.0,8657289.30619879,0.0,2011,$,0.0,271213048.58425134,132503759.26260684,0.0,127046083.10152029,0.0,tax payable,179058182.314426,65126473.45384648,106517390.02188952,social benefits repayment,,460237782.430652
1298,1457872810.6800108,3231723.2155228793,1149253601.6848052,821482289.4027345,,462287647.89331865,22754646.025194425,3921454778.6045732,1801157430.2053142,2011,$,1868490176.2389886,5922218764.569679,3503606432.3508625,142617395.63323677,3114092633.712738,1331014.2089573396,tax payable,10820953894.209429,3939258258.9341908,3783168099.2418814,net provincial or territorial tax,,8581819246.837825
1299,237200.19754959593,0.0,192660.42246386394,152263.88226982794,,75614.03677345197,0.0,885616.4581000198,303491.9558167319,2011,$,358389.818131704,0.0,729209.3409384958,17608.748289707997,373926.9489755639,0.0,tax payable,0.0,916690.7197877398,825539.552170428,Yukon first nations tax,,479579.43871381186
1300,5283129961.569185,70177076.78682391,4166602736.4851646,2931374939.1802216,,1800848759.2058823,251428066.16768,13727253975.825108,6275354960.858711,2011,$,6517657552.177432,19520217277.28727,12062733181.686869,799198936.3464705,10506955730.516079,9312956.227809682,tax payable,35472300346.21168,13928367633.276754,13441653544.079443,total tax payable,,28504833533.826
1301,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2010,$,0.0,0.0,0.0,0.0,0.0,0.0,number items,0.0,0.0,0.0,number of taxable returns,,0.0
1302,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2010,$,0.0,0.0,0.0,0.0,0.0,0.0,number items,0.0,0.0,0.0,number of non-taxable returns,,0.0
1303,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2010,$,0.0,0.0,0.0,0.0,0.0,0.0,number items,0.0,0.0,0.0,total number of returns,,0.0
1304,37347991609.70565,6852941052.721186,31913854793.294327,25677283849.43341,,21163878513.07294,11683816471.7469,75289830843.23448,39419200871.30278,2010,$,39361354483.1278,45995677493.0155,52482387362.43858,16156478945.266819,41264602484.75114,2214103859.3249874,income items,55524806868.71591,68050793680.04558,61804608692.113075,employment income,,93740716823.8343
1305,255612986.14562133,20449844.212215606,207133747.710828,164887266.60316315,,121266442.37185234,48074458.88719674,741870841.9970258,302273895.5132007,2010,$,337096592.5620655,2280981493.793601,678059783.4727695,81063992.01631784,617284571.5554874,7838100.297308608,income items,3737061475.981347,769066305.5809687,728815112.1385509,commissions (from employment),,2340657866.99136
1306,529908349.78777474,309445487.0789956,556083387.4441378,511452733.6084826,,454443454.96910167,388391274.08053446,763353827.724704,506076159.1987836,2010,$,455772233.90283495,852631029.8808675,400232665.2962197,389722172.2789148,318249972.05538285,122498794.76414244,income items,2190270609.1036725,613492147.4694973,491834700.77025473,other employment income,,1044589783.086118
1307,1798242676.8887105,765373486.9333925,2227934180.4119787,2487658539.9729786,,3677832267.6241264,3095876897.3681607,1500513544.4112208,1580623867.3363426,2010,$,1090468683.7989166,242752228.63467985,375616346.78780055,6331293596.527817,236050054.18821812,72867735.99364892,income items,159710962.70261532,1063158779.9240304,604396263.6041335,Old Age Security Pension,,503078459.35545707
1308,3148447376.204186,1256730293.5257256,3673846990.4552493,3945491154.023879,,5173749127.015782,3089990639.810834,2964240893.0780363,2818528733.001857,2010,$,2087395145.3393762,484854902.6550227,753156985.8751702,6616249920.977219,484357935.09527713,282739573.62853336,income items,331775119.0331911,2015560550.8611887,1187049931.5613186,CPP or QPP benefits,,1025852304.7087613
1309,6289451894.967748,126751099.27855362,5566152169.073281,4293358909.1548414,,3290736923.8752947,417813025.1762585,10499252437.616632,6980512307.418168,2010,$,6279330287.0131855,2711197515.317027,3587331190.134261,1533267839.1645136,2418136063.224781,49286678.26533937,income items,2193715473.7875376,8036919110.17653,5310165132.717446,other pensions or superannuation,,5536213317.403665
1310,1274484433.106827,134631584.86880428,1408706999.8987405,1126109417.0015626,,1196029255.8710926,551977312.1903766,711802715.1839354,1443071935.7838314,2010,$,604157846.3313345,66324506.39571994,279738694.88823617,1139124880.831743,118920416.40750986,31225245.31040829,income items,26692138.23025603,770119580.1105787,421288619.19750667,elected split-pension amount,,237406383.56236368
1311,136866349.43917385,261245991.57761976,154626846.81421638,170490602.33010218,,191186281.24138168,284764530.9988398,132354435.00549263,114382011.16573983,2010,$,92309869.86616728,8374274.253025541,35026146.454986624,229951870.16618067,20378848.846537672,640253161.8007842,income items,2249599.4228993068,82523105.72584793,54182179.60014615,Universal Child Care Benefit,,29068893.53198149
1312,1917685492.031731,557095336.3131292,2439212150.1402154,2838326903.335089,,2902738773.3867984,1508862387.4884813,1406976620.3143811,1473247085.4616,2010,$,1087877882.7678337,36063526.4997433,240401964.14104316,2365961886.877764,137674848.90204346,111944856.82157198,income items,8663553.877355034,770900529.1330359,433423528.5668156,EI benefits,,190526130.30380931
1313,1016171503.8007972,81954083.16810091,770507405.5409982,581407540.3446891,,425591786.06344825,164686996.09401196,2671996417.507249,1244860292.2373047,2010,$,1243410715.2186866,6915070474.747966,2244681669.2857056,298023710.2634366,1880823002.76003,69546848.2916393,income items,19505457500.173786,2740832252.509785,2475113552.894455,taxable amount of dividends,,7088089359.802062
1314,828024248.0633602,265921089.38912797,862576738.8697195,822988875.2618448,,891218600.57531,459441740.63929296,1165720592.5205557,846076144.3273795,2010,$,691079485.8322438,1209688976.1539915,633411115.8876139,813110982.7417,493697534.39505786,208922407.0729825,income items,2955758536.328009,1026212579.6987687,778144175.6968322,interest and other investment income,,1477623366.957867
1315,3292277.6292737387,548889.5435995483,2808025.6574108168,2286686.554223601,,1265200.9943201945,908104.9012834226,8678388.729884751,4425024.583150026,2010,$,4163295.399232868,49725366.04728959,7541403.246714258,1252485.4064375793,7657962.8023048965,-30307603.71821289,income items,147965998.02837318,7669618.757863957,8852168.430947157,net partnership income,,31894932.938892674
1316,0.0,6357.793941307508,67816.4687072801,28610.072735883794,,6357.793941307508,22252.278794576283,0.0,0.0,2010,$,0.0,0.0,0.0,19073.381823922533,0.0,11655.955559063766,income items,0.0,0.0,0.0,Registered Disability Savings Plan income,,0.0
1317,185117766.92440367,99966773.03614862,186389325.7126652,197177442.39874044,,213754330.46837625,162196860.13366655,289260550.9476677,191175684.91814616,2010,$,160568205.25236827,421856582.1229301,179339591.86407867,194062123.36749977,156173910.00660118,-146527017.33299062,income items,1020812693.3779516,252046263.7445478,212835629.2438573,net rental income,,481653753.4055743
1318,257762980.13010684,68769078.16615267,233793037.33905402,209080292.2891917,,183734946.74216932,110316201.9402737,604748061.5355525,300076218.0741554,2010,$,297081697.12779963,2418409448.364257,586472582.8512641,147136305.9190326,524633500.08113664,73081781.72300628,income items,9278122611.265259,650657691.5857341,606544138.323972,taxable capital gains,,2028801716.3762856
1319,71668232.2033889,26189872.50889273,76149417.29968715,77480315.49806751,,83363394.15842406,52443322.95719855,97599554.42533514,64219016.9688236,2010,$,61451257.33970773,59505772.39366764,46762634.07064028,72484149.09252337,38748634.80762217,7168412.668824217,income items,37376410.9486233,85048209.55287056,62177105.48134034,support payments received,,114828116.37395494
1320,837275897.8802862,196884983.8774403,786482422.450857,699161301.5639691,,635977545.375255,373291513.4699291,1342752305.18394,863030261.5041995,2010,$,758942578.36176,817427924.8278477,679647112.6934493,506184241.69578576,516856858.458594,111380072.79311916,income items,834435023.6208454,1148608590.1275268,877023765.9690173,RRSP income,,1383732525.6649609
1321,770468199.1450268,659724965.3783622,738166367.3938906,722998790.314578,,761496292.2615186,850239439.7266122,1189243370.4710703,795905732.7041984,2010,$,691383600.3091028,2077146381.505988,769597181.3750678,795776457.5607251,654495679.8616368,284281338.65930045,income items,4305699387.1949215,1022546251.8592813,904436454.179288,other income,,2250114404.2085533
1322,1433703726.4113145,1200795482.062426,1593210180.0754845,1818325888.316977,,2047652575.4122624,2225324305.999072,1877003028.2336278,1323401299.691247,2010,$,1121062388.2444882,1426166561.6938946,963798116.5769527,2193567125.2622404,767038169.3136916,-623095595.2178425,income items,1975703540.6431324,1493243407.0393355,1190236245.9582374,net business income,,2151447800.033402
1323,199681353.5792921,90638829.69192696,199612477.47826123,198249790.31017432,,195192751.05672896,171656197.88600856,439436942.0029689,216968195.3057072,2010,$,217416419.7785693,4108498632.8850617,464015113.74774015,188821181.89521527,461645775.8722796,-25514886.71879059,income items,10605978605.244715,448266858.1551215,454562133.7893395,net professional income,,2281001626.8077483
1324,160819338.1130499,73540602.51910396,157940317.08996114,158015550.9849333,,154741287.10515994,133690631.36549076,294641363.88666105,167491842.85445213,2010,$,160232301.80580252,558339344.6609784,231349525.20094475,146157205.65207124,206130275.900425,-14118541.078996874,income items,437004026.1880952,281506161.6039197,251289686.26553223,net commission income,,692748406.7418369
1325,116050932.07533307,26410276.032191396,123619885.76245968,104725581.8012173,,104745714.81536478,121201804.8001157,173965136.71902674,163806441.63314092,2010,$,100854744.92328458,156114570.59648234,89789004.56843886,94476817.9678296,70664760.39298587,-382963837.31930494,income items,187106696.7957093,148583763.67300358,110266399.2210668,net farming income,,218060676.2312885
1326,35126811.525723994,1186788.202377402,34604412.79021323,33220532.97565529,,26889229.84243656,5662675.137057887,49849343.029145084,37037328.60508689,2010,$,28023036.4286364,14493650.92153402,18367666.6964374,15341356.78037502,10991566.092197133,-5283326.76522654,income items,9360791.946251756,34295000.15173626,24659763.43368473,net fishing income,,28681068.10156173
1327,599275060.5844103,65488456.492438,653782547.3078867,662099601.4154407,,589874002.6098636,194443591.00397825,562561979.4703301,512812241.87959886,2010,$,434717339.6338716,67786799.00222066,125955315.40356664,387298793.1549531,81166776.35170232,20051422.458560333,income items,29995012.18276528,335827153.03845114,197302479.01291952,workers' compensation benefits,,158511458.91235527
1328,68313436.26702563,2943361897.7747827,125213572.77708074,286555309.62564135,,814021206.9076308,4889126586.748298,22546856.580523532,37693241.01336512,2010,$,23536553.1707204,1345733.0509100896,3021011.7544446182,1637634205.608047,1753691.4954773213,318919659.68386734,income items,890091.1517830512,9835507.227202715,5207033.23793085,social assistance payments,,3785006.659725072
1329,43883613.047551535,417165589.8265687,85511268.87826246,200734628.108902,,691347572.8101021,3092014537.548817,12421010.09666777,21977834.02277651,2010,$,12048019.51877773,1619118.1903863125,2049328.913748121,4080945013.5757604,1654086.0570635037,69342339.2531939,income items,1140164.380141147,7114371.420323104,3504204.0939839887,net federal supplements,,3137571.310035256
1330,59325340320.877975,16503220311.23785,54777984364.870926,47989597172.932816,,45992734894.053,34076234820.009808,104812623179.17078,61428901216.94545,2010,$,57401735722.68689,72982049128.71362,65877750573.2582,46415406333.43275,51489788439.30751,3467652076.9830885,income items,115507753949.95747,91864832767.33437,79197919095.50165,total income assessed,,125042225991.83322
1331,581376811.0073061,11408001.595352774,359193105.40507966,191852789.9728954,,106393443.07848696,27692431.14368841,2017052513.1727495,750025772.3590763,2010,$,877854517.7106812,765277060.3919494,2070228042.065522,54743784.73162831,1652025072.1941965,7612398.612392193,deduction items,302305684.48290724,2104109785.6110735,2179193212.793268,Registered Pension Plan contributions,,2649039483.2175107
1332,1130858689.0757196,45911749.31482863,864831636.4542366,617091718.4726009,,420151633.71433616,110400972.52615778,3126284106.524789,1352379064.8434026,2010,$,1509419754.0906696,4105917368.54489,2621076845.8313165,244299291.8270646,2274833507.052357,32207524.47434029,deduction items,2739559634.0891995,3029668950.528032,2889461580.372701,RRSP deduction,,6823629503.387111
1333,89009.11517830512,45564.18991270382,91128.37982540764,96426.54144316392,,91128.37982540764,67816.4687072801,118678.82023774019,77353.15961924137,2010,$,69935.73335438262,15894.484853268774,42385.292942050066,76293.52729569013,24371.54344167879,28610.072735883794,deduction items,0.0,68876.10103083137,57220.14547176759,Saskatchewan Pension Plan deduction,,41325.66061849881
1334,726506173.3055327,2465764.4169037626,567196811.2535433,384881771.8249327,,166143990.53889495,6941651.351584249,1951516373.2257519,870735907.7610643,2010,$,995736494.4411113,539868893.6291566,710348899.6360233,29824411.37867353,528237309.61353445,677105.0547492497,deduction items,257345484.9946276,1499569412.0109367,1024174906.7405797,deduction for elected split-pension amount,,1277113380.9015574
1335,216488181.86313847,29926136.08173445,160806622.52516732,111615311.16894752,,79509511.39766817,44806552.80136468,544205968.7294518,243147471.4913644,2010,$,260844390.92699385,94307276.7960614,389125599.28075546,58005333.02351906,270800696.2390814,14909026.79236611,deduction items,27442357.915330313,515650996.8743927,478618966.4309235,"annual union, professional, or like dues",,402209939.21196634
1336,307293.37382986303,1127448.7922585318,352857.5637425668,422793.29709694936,,502265.7213632933,1244008.3478491693,243715.43441678787,217224.6263280066,2010,$,169541.17176820026,10596.323235512516,104903.60003157392,802141.6689282975,62518.307089523834,2536759.7825816963,deduction items,0.0,155765.951562034,120798.08488484267,Universal Child Care Benefit repayment,,72054.9980014851
1337,381949769.1856664,84200503.69402955,370969859.04902834,327026906.59135795,,279196163.138578,150633092.58675173,531558197.3155442,360312077.1387498,2010,$,324556903.64516,81468771.56391443,213263720.702572,214710118.82421947,141019048.51517123,32469253.65825745,deduction items,31446708.46603049,390584712.9902855,293694052.5894062,child care expenses,,230863153.9644348
1338,315770.432418273,100665.07073736892,332724.549595093,448224.47286217945,,406898.81224368064,172720.06873885402,486371.2365100245,293518.1536236967,2010,$,277623.668770428,357096.0930367718,189674.185915674,455641.8991270382,273385.1394762229,28610.072735883794,deduction items,1419907.3135586772,403719.91527302685,439747.41427376936,disability supports deductions,,1032081.883138919
1339,12345776.201695632,5129680.078311609,12078748.856160715,10812488.229516972,,9925575.974704573,7314641.92947429,24644928.58115501,13406468.157570435,2010,$,10830501.979017343,41310825.76596911,17358896.724416602,7772403.0932484325,15674081.329970116,11788409.599507675,deduction items,66212185.36942351,20509183.62233448,17999974.28016511,business investment loss,,41378642.234676376
1340,21446958.22867733,6629059.81613663,20589715.67892437,19007684.61986235,,16608677.039342318,10174589.570739118,45815322.773385465,22489636.435051765,2010,$,22423939.230991587,29370888.74419359,34547192.64474145,13439316.759600526,28174563.85090423,3699176.4415174183,deduction items,12774927.29273389,44336076.04970792,40018074.33123657,moving expenses,,66827831.74940679
1341,20236858.115181804,2017539.9440415832,16253700.210952647,12645652.149260635,,8666732.774325687,3203268.514095433,53743491.81819593,23280122.148421,2010,$,24414988.36694439,187354650.7594204,55676261.17635341,5368097.351110641,54869880.97813091,3063397.047386668,deduction items,319411329.08199507,56432838.65536901,57690622.22342434,support payments made,,197343804.673538
1342,129421372.73390277,30379658.716214385,119067705.3004835,104261462.84350184,,94034951.28890872,46142749.1613628,280692363.97943234,143426533.15427965,2010,$,142590483.25099772,554717521.3790802,225682611.53459263,70805691.49201818,193138123.9813631,39000827.30062737,deduction items,1307360585.577328,267189469.28041875,252644956.00735423,carrying charges and interest expenses,,627427372.15652
1343,84303288.02941403,36375058.40286736,89930995.29979472,97572003.9849228,,103531376.17257504,91296861.36485228,106335163.30069165,82342968.23084421,2010,$,70556677.89598364,65290305.24793392,41004592.02446278,102787514.28144206,31525121.25797329,2437154.344167879,deduction items,56024880.21080177,73555437.37163368,53730776.23031332,deductions for CPP/QPP contributions on self-employment and other earnings,,87702588.52336644
1344,1482425.6206482009,1179370.776112543,1695411.7176820026,2047209.6491010184,,2455168.09366825,2597158.8250241177,2181782.954192027,1422026.5782057797,2010,$,1222815.7013781443,2432915.814873673,1038439.6770802266,2751865.1442626,830751.7416641812,238417.2727990316,deduction items,2191319.6451039882,1760049.2894186291,1321361.5074684108,deduction for PPIP premiums on self-employment income,,2582323.9724944
1345,4992987.508573499,956847.9881667802,4421845.6861793725,2743388.0856741904,,2497553.3866103,997114.0164617278,20228381.056593396,6296335.266541538,2010,$,8131618.4509323025,227154440.8320053,31026034.43358065,1590508.1176504288,34596995.36394837,1494081.5762072648,deduction items,1194655972.3797698,25648400.391558044,28434173.77017429,exploration and development expenses,,154882218.20419225
1346,164435863.23333034,11608272.10450396,140744603.74337146,105368778.6216129,,77287462.41518119,23819475.00110859,449273508.8624952,188692966.3840656,2010,$,211656258.4677448,472653236.44933,300771336.87840503,47343312.58394637,255171119.46670043,10880304.698224252,deduction items,407241073.48418766,422854755.77171534,355422933.59788436,other employment expenses,,746487660.0307387
1347,21652526.899446275,601871.1597771109,19129542.337070744,12232395.543075647,,6901385.323289301,1841640.9783320755,70336274.37268499,26766312.49290461,2010,$,30628672.31224893,5280147.868255887,25807345.24009073,3359034.4656574675,16545099.099929245,137752.20206166268,deduction items,1001352.5457559328,65236263.9994328,45097951.69034127,clergy residence deduction,,23690199.85763533
1348,61081445.65878834,20336463.55359562,61012569.55775752,59885120.76549898,,57031530.91817547,34557788.967976965,91184540.33855584,56566352.32813647,2010,$,52060795.68839654,296854935.81055963,65605016.04802864,50894140.50016662,59864987.75135151,28223306.937787585,deduction items,671196544.913128,82461647.05108196,70970994.13449217,other deductions,,232683602.2962958
1349,3559293318.8530955,290399655.6954853,2808698523.9362717,2060011067.2018406,,1431336507.8005009,563903473.991946,9315903801.761478,4141878110.709249,2010,$,4543444853.1008215,7469641766.866395,6802897796.976831,909029960.3018829,5557668752.690928,191467083.8071228,deduction items,7397601603.717441,8600196341.465256,7789091242.712039,total deductions before adjustments,,13565008226.555529
1350,0.0,0.0,0.0,0.0,,0.0,0.0,16231447.932158072,0.0,2010,$,1059.6323235512516,245623832.23150367,129385345.23490202,0.0,119927067.11488356,0.0,tax payable,161814332.86486453,76212995.23910022,111604714.84571202,social benefits repayment,,419931230.1910375
1351,55774152129.667725,16227283577.126516,51980761658.99872,45936781009.20788,,44572346507.41943,33523759480.62736,95491343862.63193,57293527129.43816,2010,$,52862629004.31869,65281921436.989975,58953797200.74191,45516736398.358215,45818090533.01458,4395378190.00171,income items,107978501507.09737,83197362488.91147,71303230193.58612,net income after adjustments,,111072334373.7134
1352,2098072.000631478,24371.54344167879,1093540.5579048917,678164.687072801,,181197.127327264,52981.61617756258,59131722.183454044,5132858.975282263,2010,$,15549044.715791065,5052326.918692368,30481383.419275306,37087.13132429381,20341761.715213373,5298.161617756258,deduction items,965325.04675519,75154422.54787251,50245645.51815325,Canadian Forces personnel and police deduction,,40802202.250664495
1353,1059.6323235512516,0.0,0.0,0.0,,0.0,0.0,7417.426264858761,0.0,2010,$,0.0,157885.2162091365,22252.278794576283,0.0,18013.749500371276,0.0,deduction items,47683.45455980632,12715.587882615016,11655.955559063766,employee home relocation loan deduction,,99605.43841381764
1354,1228113.8629959007,212986.0970338016,827572.8446935277,642137.1880720585,,527696.8971285233,422793.29709694936,4959079.2742198575,1661503.4833283625,2010,$,1753691.4954773213,163505506.05325234,8075457.937784089,356036.46071322047,9358672.681604654,251132.86068164665,deduction items,2342887333.400112,5851289.690650011,7790416.842748802,security options deductions,,70288590.91812517
1355,711473169.531311,3426155815.560498,864550833.8884956,1149436162.9722204,,2095507690.408484,8175592132.727358,597570112.1758163,572484376.548064,2010,$,470300852.6910462,69357174.10572362,130934527.69193396,6105922516.896348,84384879.71832748,408474485.50880134,deduction items,31042988.55075747,352770673.89203566,205953317.30239192,other payments deductions,,164146583.60900083
1356,134573.30509100895,0.0,59339.41011887009,52981.61617756258,,23311.911118127533,0.0,378288.7395077968,218284.25865155784,2010,$,174839.3333859565,1679517.2328287337,595513.3658358034,27550.44041233254,431270.3556853594,0.0,deduction items,13020761.99179778,393123.5920375143,316830.06474182423,limited partnership losses of other years,,1479246.7236775472
1357,18129249.42363836,5492074.332966137,20024931.650471553,21728820.426741965,,22741828.92805697,10567713.162776632,21609081.974180676,15651829.051175535,2010,$,12642473.252289984,22408044.74613832,9372447.90181082,18359189.637848984,7558357.363891077,10710763.52645605,deduction items,79955616.60588324,15968659.115917362,13672435.870781802,non-capital losses of other years,,25233024.520725954
1358,43289159.31403928,5185840.591459827,39257258.32292677,32331501.45619579,,26323386.181660194,9196548.936101312,102340349.44090343,48658316.29747348,2010,$,51734428.93274276,270499760.65919286,86520038.85028325,18193886.99537499,76697247.21096314,2644842.279583924,deduction items,628830325.3529018,103248454.34218684,95591551.17220552,net capital losses of other years,,276860733.49747103
1359,20056720.62017809,761875.6406333499,15092343.184340475,11825496.730831968,,6542169.9656054275,1925351.9318926241,71001723.47187516,27651105.48306991,2010,$,31761419.26612521,709108070.1851448,100655534.04645696,4028722.094141858,93149098.66641988,2560071.693699824,deduction items,2117982491.991006,107704208.26271988,96322697.47545588,capital gains deduction,,421918040.79769605
1360,42114027.06722094,5115904.8581054425,42657618.44920274,41486724.73167861,,38671281.64800293,16746429.24140398,80320130.12518486,41696531.93174175,2010,$,40539413.43442378,69073192.64301188,67429702.90918389,33597762.08283953,61269000.58005692,1320301.8751448595,deduction items,10802951.53860501,77112623.08179523,72538190.34102447,northern residents deductions,,161456177.1395042
1361,69761953.65332021,39570909.49069794,82277271.02678403,88487776.07511792,,113514172.29275136,104925852.31036848,61282775.80026309,59624451.21390538,2010,$,52057616.79142589,89732844.05529064,27216656.2304139,195967342.2852449,22810705.0290878,20516601.048599333,deduction items,110619256.78480937,45140336.98328332,37214287.20311996,additional deductions,,90523329.76865987
1362,7044435.686968721,1160297.3942886204,7350669.428475033,7453453.763859504,,6052619.832124749,1991049.1359528017,10947061.53460798,6188252.76953931,2010,$,5973147.407858405,11647478.500475358,5611812.785527429,4090180.768907831,5514326.611760713,4243827.455822763,deduction items,16356484.54633712,8229104.62469902,7030660.466762555,farming/fishing losses of prior years,,14302917.103294795
1363,915330534.0977186,3483682194.773772,1073190319.13109,1354124279.2802918,,2310085355.1922607,8321420852.35913,1009543503.6169839,778967510.0122316,2010,$,682487986.9528903,1412222859.9482837,466915327.4172999,6380580274.793157,381532274.05018723,451268796.52774215,deduction items,5352511219.263525,791586671.3534034,586688747.8452686,total deductions from net income,,1267111511.3995574
1364,54861075433.5222,12754348173.3782,50909945975.9047,44585335480.44153,,42266607764.01838,25217383287.998013,94483999096.08629,56516252911.87896,2010,$,52185587527.50885,63875544568.570724,58488402445.7089,39213476434.58228,45437785313.19507,3987364644.5536532,income items,102627918818.6627,82407595206.2576,70717735651.36949,taxable income assessed,,109809552519.98787
1365,16426118284.47929,22196578161.856487,17482323757.096176,18096009817.280884,,21275199246.45594,28230435084.42812,19861073286.854553,15024731224.67164,2010,$,12551533487.01817,4069730924.695616,8060540433.933134,27567754804.49937,5644880731.448492,28925873897.63945,non-refundable tax credits,2112346307.6620367,14713636949.6972,10996952203.297743,basic personal amount,,10913934249.276798
1366,1868500538.4694524,1328060503.0179017,2472653086.639169,2791091673.248144,,4075245251.307376,4230430524.356104,1073041970.6057925,1479560374.8453186,2010,$,934066952.842752,5044909.492427508,56428600.12607479,7167889210.456383,22410164.01078542,736652152.8035357,non-refundable tax credits,2276090.2309880885,495184198.54500026,169038906.04683697,age amount,,19722936.438259445
1367,826876666.2569543,831078108.4198352,912321178.298833,1023367466.9100336,,1298048536.7179596,1246016351.102299,1067253199.2222321,720978071.4735657,2010,$,634655124.2354631,447777308.0216408,584723129.8850808,1410447975.8063352,448865550.4179279,1125978022.5934427,non-refundable tax credits,244945667.54443088,866191144.7253529,723194822.2944349,spouse or common-law partner amount,,1026720143.5817496
1368,637362484.8221365,892009086.2886791,696019491.7246398,755767919.9204005,,893842250.2084227,1264875687.1968641,659501382.9580928,533837466.4435029,2010,$,437971470.49949753,74412679.92138664,243686824.344052,1074262667.0425236,156650744.55219927,766886641.8914237,non-refundable tax credits,30535424.66777641,457090416.5133327,340896434.07432026,amount for eligible dependant,,248774119.1294216
1369,832701465.1395155,583971850.5676832,824600576.0259662,800116711.557991,,838496594.3170173,852915011.3435793,1291078275.2936397,789000108.8516147,2010,$,729326914.5508263,471178228.25494665,759346298.2770331,862909463.4193146,573667985.8534707,752101592.0809133,non-refundable tax credits,265334053.0818805,1089142024.1298304,935881043.3806716,amount for children 17 and under,,1167796412.2423928
1370,3547649.0192495906,1006650.707373689,3508442.6232781936,3616525.120280422,,3493607.770748476,1682696.1297993874,4943184.78936659,3338901.451509993,2010,$,3108961.237299372,1370104.5943517685,2165888.4693387584,2813323.819028573,1588388.8530033259,1084003.8669929304,non-refundable tax credits,713132.5537499924,3618644.384927524,2942598.9625018258,amount for infirm dependants age 18 or older,,3597451.7384564993
1371,1629127477.3145776,146413636.67437065,1361490843.1936202,1060575396.3192123,,836405939.7426507,365940844.0414541,3011261017.8033,1742131966.4597008,2010,$,1738548289.9414506,628388458.673981,1396611296.9254026,591298148.4527165,992360505.8582767,44846818.82965962,non-refundable tax credits,283767416.98237807,2336510466.076981,1852663273.7616558,CPP or QPP contributions on employment,,1855980982.5666945
1372,84303288.02941403,36375058.40286736,89930995.29979472,97572003.9849228,,103531376.17257504,91296861.36485228,106335163.30069165,82342968.23084421,2010,$,70556677.89598364,65290305.24793392,41004592.02446278,102787514.28144206,31525121.25797329,2437154.344167879,non-refundable tax credits,56024880.21080177,73555437.37163368,53730776.23031332,CPP or QPP contributions on self-employment,,87702588.52336644
1373,575302998.5287104,107603543.1919825,491190444.3175357,397435235.96204436,,327038562.54691696,180108884.9309769,971373428.0580208,607681123.8071424,2010,$,572696303.0127742,178228037.5566734,448513752.4865089,249868719.31965,317667174.2774297,58862575.57327203,non-refundable tax credits,68324032.59026115,749762983.5428356,593579536.8453224,EI premiums,,572389009.6389444
1374,110201.76164933016,29669.705059435044,102784.3353844714,105963.23235512516,,125036.61417904767,80532.05658989513,129275.1434732527,111261.3939728814,2010,$,80532.05658989513,13775.22020616627,38146.763647845066,104903.60003157392,24371.54344167879,5298.161617756258,non-refundable tax credits,0.0,85830.21820765139,47683.45455980632,EI premiums on self-employment and other eligible earnings,,36027.49900074255
1375,52227157.96319409,7937705.735722425,45723134.7612365,35274100.41869762,,27562096.36789161,13957476.965817085,88343666.07911494,50004049.34838356,2010,$,48436853.14185126,12833207.070529208,33809688.547549784,20613027.590042494,22557452.903759044,3848584.599138146,non-refundable tax credits,6143748.211950158,72811575.48050071,55315986.18634599,PPIP premiums paid,,42040912.43689591
1376,826513.2123699762,151527.42226782898,668627.9961608398,523458.36783431825,,428091.4587147057,269146.6101820179,3098364.9140638597,1069169.0144632128,2010,$,1298049.5963502831,673926.157778596,1707067.6732410663,354976.8283896693,1335136.727674577,56160.51314821634,non-refundable tax credits,167421.90712109776,2745507.3503212933,2209333.39460436,PPIP premiums payable on employment income,,2444571.7704327377
