,item,type,tax_year,total,< $5k,$5k - 10k,$10k - 15k,$15k - 20k,$20k - 25k,$25k - 30k,$30k - 35k,$35k - 40k,$40k - 45k,$45k - 50k,$50k - 55k,$55k - 60k,$60k - 70k,$70k - 80k,$80k - 90k,$90k - 100k,$100k - 150k,$150k - 250k,> $250k
705,Deductions for CPP or QPP contributions on self-employment and other earnings,$,2010,1204478000.0,2300000.0,34328000.0,86159000.0,97003000.0,97705000.0,92081000.0,84870000.0,79559000.0,77709000.0,66586000.0,55302000.0,45049000.0,69416000.0,50707000.0,38697000.0,29751000.0,82767000.0,61616000.0,52872000.0
706,Deduction for provincial parental insurance plan (PPIP) premiums on self-empl,$,2010,29664000.0,225000.0,1113000.0,2451000.0,2597000.0,2317000.0,1932000.0,1600000.0,1399000.0,1342000.0,1154000.0,1085000.0,974000.0,1661000.0,1247000.0,980000.0,784000.0,2437000.0,2296000.0,2068000.0
707,Exploration and development expenses,$,2010,1652223000.0,1410000.0,903000.0,941000.0,1501000.0,2357000.0,2589000.0,4173000.0,4712000.0,5942000.0,7674000.0,9019000.0,10071000.0,24205000.0,26834000.0,29280000.0,32650000.0,146166000.0,214371000.0,1127425000.0
708,Other employment expenses,$,2010,4144563000.0,10268000.0,10955000.0,22479000.0,44679000.0,72938000.0,99439000.0,132824000.0,155182000.0,178074000.0,199745000.0,212264000.0,211726000.0,399058000.0,335421000.0,283845000.0,240811000.0,704478000.0,446054000.0,384323000.0
709,Clergy residence deduction,$,2010,355100000.0,130000.0,568000.0,1738000.0,3170000.0,6513000.0,11544000.0,18053000.0,20434000.0,25260000.0,28905000.0,32631000.0,33747000.0,61565000.0,42560000.0,24355000.0,15614000.0,22357000.0,4983000.0,945000.0
710,Other deductions,$,2010,1936964000.0,26635000.0,19192000.0,32613000.0,48030000.0,53822000.0,56515000.0,57579000.0,57644000.0,53383000.0,49131000.0,44677000.0,41376000.0,77821000.0,66977000.0,61913000.0,56496000.0,219589000.0,280149000.0,633424000.0
711,Total deductions before adjustments,$,2010,82101564000.0,180692000.0,274057000.0,532169000.0,857873000.0,1350786000.0,1944081000.0,2650635000.0,3358989000.0,3908788000.0,4287756000.0,4428231000.0,4363407000.0,8116208000.0,7350749000.0,6420055000.0,5244903000.0,12801618000.0,7049277000.0,6981291000.0
712,Social benefits repayment,$,2010,1208671000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,389000.0,14929000.0,71924000.0,105324000.0,122104000.0,113178000.0,396299000.0,231801000.0,152708000.0
713,Net income after adjustments,$,2010,988248390000.0,4148022000.0,15314070000.0,31637162000.0,42955217000.0,42063974000.0,43351623000.0,49055470000.0,52635382000.0,54069252000.0,49887709000.0,46708000000.0,43409432000.0,78515312000.0,67290539000.0,55636088000.0,43239612000.0,104821580000.0,61608088000.0,101901857000.0
714,Canadian Forces personnel and police deduction,$,2010,289747000.0,5000.0,23000.0,50000.0,35000.0,171000.0,640000.0,1032000.0,1980000.0,4844000.0,14674000.0,13408000.0,42396000.0,70925000.0,47418000.0,28766000.0,19197000.0,38506000.0,4768000.0,911000.0
715,Employee home relocation loan deduction,$,2010,361000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,3000.0,4000.0,12000.0,11000.0,21000.0,17000.0,94000.0,149000.0,45000.0
716,Security options deductions,$,2010,2473133000.0,237000.0,201000.0,399000.0,336000.0,498000.0,606000.0,781000.0,1159000.0,1568000.0,1655000.0,2043000.0,2637000.0,5522000.0,7352000.0,7621000.0,8832000.0,66333000.0,154304000.0,2211038000.0
717,Other payments deductions,$,2010,24174478000.0,385487000.0,3233344000.0,7715499000.0,5762303000.0,1977580000.0,1084750000.0,815897000.0,671434000.0,540267000.0,443834000.0,320195000.0,243746000.0,332918000.0,194363000.0,123566000.0,79636000.0,154909000.0,65454000.0,29296000.0
718,Limited partnership losses of other years,$,2010,18417000.0,0.0,0.0,0.0,26000.0,22000.0,50000.0,56000.0,127000.0,206000.0,165000.0,168000.0,189000.0,371000.0,299000.0,562000.0,407000.0,1396000.0,1585000.0,12288000.0
719,Non-capital losses of other years,$,2010,332026000.0,10108000.0,5183000.0,9973000.0,17326000.0,21462000.0,20506000.0,18898000.0,17109000.0,14771000.0,11931000.0,10982000.0,9411000.0,15070000.0,12903000.0,8845000.0,7133000.0,23813000.0,21147000.0,75456000.0
720,Net capital losses of other years,$,2010,1809499000.0,2496000.0,4894000.0,8679000.0,17170000.0,24842000.0,30512000.0,37048000.0,40853000.0,45920000.0,48823000.0,48166000.0,48415000.0,97438000.0,90212000.0,81651000.0,72381000.0,261280000.0,255277000.0,593442000.0
721,Capital gains deduction,$,2010,3623944000.0,2416000.0,719000.0,1817000.0,3802000.0,6174000.0,11160000.0,14243000.0,18928000.0,26095000.0,29974000.0,31125000.0,35881000.0,101643000.0,90902000.0,94991000.0,87907000.0,398174000.0,669202000.0,1998790000.0
722,Northern residents deductions,$,2010,853077000.0,1246000.0,4828000.0,15804000.0,31707000.0,36495000.0,39152000.0,40257000.0,39744000.0,39350000.0,38258000.0,38138000.0,37662000.0,72773000.0,68456000.0,63635000.0,57821000.0,152370000.0,65186000.0,10195000.0
723,Additional deductions,$,2010,1237451000.0,19362000.0,37344000.0,99021000.0,184939000.0,107126000.0,83508000.0,77647000.0,65836000.0,56269000.0,49128000.0,31476000.0,26358000.0,42600000.0,35120000.0,25685000.0,21527000.0,85429000.0,84683000.0,104394000.0
724,Farming/fishing losses of prior years,$,2010,123805000.0,4005000.0,1095000.0,1879000.0,3860000.0,5712000.0,7034000.0,6937000.0,6648000.0,5840000.0,5637000.0,5667000.0,4664000.0,7766000.0,6635000.0,5296000.0,5204000.0,13498000.0,10992000.0,15436000.0
725,Total deductions from net income,$,2010,34935938000.0,425873000.0,3287633000.0,7853121000.0,6021504000.0,2180082000.0,1277919000.0,1012795000.0,863819000.0,735130000.0,644080000.0,501369000.0,451361000.0,747039000.0,553672000.0,440639000.0,360061000.0,1195803000.0,1332748000.0,5051291000.0
726,Taxable income assessed,$,2010,953487250000.0,3762970000.0,12036579000.0,23798239000.0,37006682000.0,39887994000.0,42076232000.0,48044916000.0,51773690000.0,53335720000.0,49248769000.0,46207964000.0,42958813000.0,77769990000.0,66737994000.0,55196884000.0,42880709000.0,103629863000.0,60280857000.0,96852386000.0
727,Basic personal amount,$,2010,268158724000.0,27298029000.0,20947434000.0,26641727000.0,26016340000.0,20077907000.0,17077631000.0,16498481000.0,15501715000.0,14179193000.0,11845178000.0,10113140000.0,8630223000.0,13885606000.0,10378083000.0,7606922000.0,5327207000.0,10299737000.0,3840701000.0,1993471000.0
728,Age amount,$,2010,27299372000.0,695196000.0,1253322000.0,3992357000.0,6764506000.0,3845905000.0,2634019000.0,2333501000.0,1763348000.0,1396296000.0,881501000.0,600995000.0,411660000.0,467317000.0,159526000.0,53253000.0,21149000.0,18613000.0,4761000.0,2148000.0
729,Spouse or common-law partner amount,$,2010,14570561000.0,1062612000.0,784308000.0,1175895000.0,1331073000.0,1224999000.0,965776000.0,860979000.0,780343000.0,680404000.0,598939000.0,532721000.0,474471000.0,817445000.0,682496000.0,551817000.0,423605000.0,968940000.0,422578000.0,231161000.0
730,Amount for eligible dependant,$,2010,9592366000.0,723729000.0,841810000.0,1193693000.0,1013807000.0,843540000.0,713236000.0,656850000.0,601494000.0,503795000.0,413324000.0,340904000.0,281483000.0,431367000.0,321712000.0,229973000.0,147835000.0,234774000.0,70225000.0,28817000.0
731,Amount for children 17 and under,$,2010,13608082000.0,709776000.0,551108000.0,804916000.0,814348000.0,791309000.0,755089000.0,778195000.0,785840000.0,744598000.0,688283000.0,637582000.0,580839000.0,1027849000.0,883213000.0,716613000.0,541384000.0,1102077000.0,444662000.0,250402000.0
732,Amount for infirm dependants age 18 or older,$,2010,45434000.0,1023000.0,950000.0,1588000.0,2655000.0,3297000.0,3413000.0,3311000.0,3348000.0,3151000.0,2934000.0,2447000.0,2218000.0,3415000.0,2777000.0,2044000.0,1499000.0,3395000.0,1293000.0,673000.0
733,CPP or QPP contributions through employment,$,2010,20643314000.0,42323000.0,138174000.0,345347000.0,558022000.0,789336000.0,1000890000.0,1284871000.0,1537446000.0,1644091000.0,1640709000.0,1504860000.0,1336938000.0,2205020000.0,1748402000.0,1318015000.0,936514000.0,1751533000.0,593025000.0,267798000.0
734,CPP or QPP contributions self-employment and other eligible earnings,$,2010,1204478000.0,2300000.0,34328000.0,86159000.0,97003000.0,97705000.0,92081000.0,84870000.0,79559000.0,77709000.0,66586000.0,55302000.0,45049000.0,69416000.0,50707000.0,38697000.0,29751000.0,82767000.0,61616000.0,52872000.0
735,Employment Insurance premiums,$,2010,7047375000.0,55550000.0,101548000.0,169973000.0,235807000.0,308634000.0,375069000.0,463548000.0,542927000.0,573483000.0,540467000.0,485100000.0,431608000.0,707569000.0,560175000.0,423273000.0,299790000.0,540177000.0,168198000.0,64479000.0
736,Employment Insurance premiums on self-employment and other eligible earnings,$,2010,1164000.0,5000.0,28000.0,76000.0,99000.0,118000.0,100000.0,97000.0,104000.0,105000.0,76000.0,64000.0,58000.0,81000.0,45000.0,36000.0,23000.0,34000.0,13000.0,0.0
737,PPIP premiums paid,$,2010,603454000.0,3632000.0,7491000.0,13172000.0,19453000.0,26011000.0,33289000.0,43150000.0,49288000.0,47190000.0,45711000.0,43141000.0,40231000.0,68714000.0,52203000.0,31907000.0,21288000.0,39675000.0,12111000.0,5798000.0
738,PPIP premiums payable on employment income,$,2010,18901000.0,53000.0,143000.0,254000.0,335000.0,404000.0,494000.0,631000.0,780000.0,1009000.0,1225000.0,1417000.0,1507000.0,2591000.0,2085000.0,1611000.0,1260000.0,2307000.0,636000.0,158000.0
739,PPIP premiums payable on self-employment income,$,2010,38313000.0,292000.0,1435000.0,3161000.0,3350000.0,2989000.0,2491000.0,2066000.0,1809000.0,1732000.0,1492000.0,1402000.0,1260000.0,2147000.0,1613000.0,1267000.0,1013000.0,3154000.0,2968000.0,2672000.0
740,Canada employment amount,$,2010,17291382000.0,800169000.0,1100578000.0,1196386000.0,1178976000.0,1185986000.0,1162023000.0,1187196000.0,1175042000.0,1090125000.0,957882000.0,837912000.0,730644000.0,1188407000.0,923760000.0,688808000.0,486895000.0,921961000.0,323147000.0,155485000.0
741,Public transit amount,$,2010,1212713000.0,37322000.0,46829000.0,66983000.0,77366000.0,84869000.0,83423000.0,83381000.0,85476000.0,80578000.0,73745000.0,64658000.0,57795000.0,91434000.0,71940000.0,54783000.0,40740000.0,77994000.0,23935000.0,9462000.0
742,Children's fitness amount,$,2010,840976000.0,9879000.0,8064000.0,13768000.0,19066000.0,24069000.0,28463000.0,33840000.0,38781000.0,41461000.0,42326000.0,42432000.0,41101000.0,79350000.0,77620000.0,70186000.0,57167000.0,123492000.0,56016000.0,33894000.0
743,Home buyers' amount,$,2010,833631000.0,6799000.0,5715000.0,11188000.0,21674000.0,35050000.0,50966000.0,66697000.0,76781000.0,78335000.0,74629000.0,69228000.0,61047000.0,96774000.0,63844000.0,38906000.0,24865000.0,38748000.0,9877000.0,2511000.0
744,Adoption expenses,$,2010,19016000.0,69000.0,134000.0,204000.0,282000.0,389000.0,552000.0,705000.0,837000.0,1030000.0,1111000.0,1056000.0,1118000.0,2279000.0,1841000.0,1570000.0,1250000.0,2593000.0,1145000.0,810000.0
745,Pension income amount,$,2010,8402793000.0,38228000.0,106988000.0,324559000.0,878588000.0,1083530000.0,867775000.0,843072000.0,743485000.0,708130000.0,509953000.0,399237000.0,322794000.0,499018000.0,307579000.0,200975000.0,130566000.0,269005000.0,110043000.0,59270000.0
746,Caregiver amount,$,2010,854778000.0,15468000.0,14447000.0,23416000.0,39616000.0,54144000.0,61866000.0,67958000.0,69685000.0,66602000.0,60079000.0,49850000.0,44527000.0,69784000.0,54430000.0,43756000.0,31016000.0,61363000.0,19286000.0,7486000.0
747,Disability amount,$,2010,4440238000.0,212933000.0,360367000.0,709574000.0,618067000.0,531440000.0,416508000.0,350599000.0,275250000.0,218512000.0,158586000.0,118176000.0,89608000.0,128730000.0,74107000.0,47912000.0,30399000.0,58315000.0,25330000.0,15824000.0
748,Disability amount transferred from a dependant,$,2010,1934534000.0,57189000.0,44716000.0,69089000.0,85353000.0,97144000.0,110607000.0,127717000.0,136568000.0,135871000.0,123545000.0,111756000.0,99942000.0,169269000.0,137962000.0,109602000.0,79830000.0,154849000.0,56707000.0,26818000.0
749,Interest paid on student loans,$,2010,302329000.0,1873000.0,1830000.0,6336000.0,14636000.0,20407000.0,24770000.0,28309000.0,29107000.0,27642000.0,24710000.0,22481000.0,19587000.0,32002000.0,19636000.0,11115000.0,6011000.0,9016000.0,2240000.0,620000.0
750,"Tuition, education, and textbook amounts",$,2010,7590275000.0,659000.0,2443000.0,278712000.0,1080274000.0,1170150000.0,1008168000.0,813923000.0,646308000.0,511664000.0,400894000.0,318814000.0,273001000.0,384827000.0,220685000.0,143929000.0,96790000.0,171062000.0,50879000.0,17094000.0
751,"Tuition, education, and textbook amounts transferred from a child",$,2010,3485185000.0,2195000.0,2221000.0,7673000.0,38045000.0,80474000.0,112589000.0,147727000.0,179412000.0,190771000.0,192676000.0,185069000.0,177727000.0,332884000.0,328734000.0,290556000.0,243442000.0,558328000.0,254913000.0,159747000.0
752,Amounts transferred from spouse,$,2010,5353236000.0,683822000.0,334232000.0,783531000.0,787588000.0,666119000.0,482499000.0,351983000.0,249775000.0,178878000.0,135985000.0,107689000.0,89173000.0,137473000.0,97396000.0,70988000.0,50063000.0,96817000.0,33729000.0,15494000.0
753,Allowable portion of medical expenses,$,2010,9885811000.0,98416000.0,146945000.0,390084000.0,919153000.0,1094579000.0,1021645000.0,993986000.0,867738000.0,780738000.0,574069000.0,445685000.0,354894000.0,541931000.0,343628000.0,233374000.0,165612000.0,420349000.0,250017000.0,242967000.0
754,Total tax credits on personal amounts,$,2010,63791765000.0,4883937000.0,4025638000.0,5746474000.0,6392322000.0,5121076000.0,4362815000.0,4216146000.0,3933337000.0,3594464000.0,3008492000.0,2563968000.0,2190075000.0,3516405000.0,2634930000.0,1947283000.0,1379545000.0,2701662000.0,1026008000.0,547190000.0
755,Allowable charitable donations and government gifts,$,2010,8909692000.0,3697000.0,11057000.0,58004000.0,112436000.0,192115000.0,252858000.0,322444000.0,359012000.0,379621000.0,361398000.0,346682000.0,327828000.0,626104000.0,537172000.0,472616000.0,381150000.0,1047930000.0,774728000.0,2342840000.0
756,"Eligible cultural, ecological gifts",$,2010,51709000.0,35000.0,1028000.0,125000.0,497000.0,323000.0,399000.0,412000.0,579000.0,681000.0,645000.0,823000.0,909000.0,1768000.0,1729000.0,2033000.0,1393000.0,4304000.0,6304000.0,27718000.0
757,Total tax credit on donations and gifts,$,2010,2459817000.0,636000.0,2304000.0,8421000.0,27593000.0,49263000.0,66251000.0,85375000.0,95804000.0,101802000.0,97302000.0,93673000.0,88763000.0,170578000.0,146937000.0,129125000.0,104945000.0,292099000.0,220502000.0,678445000.0
758,Total federal non-refundable tax credits,$,2010,66251582000.0,4884573000.0,4027942000.0,5754894000.0,6419916000.0,5170339000.0,4429066000.0,4301521000.0,4029141000.0,3696266000.0,3105794000.0,2657641000.0,2278838000.0,3686983000.0,2781867000.0,2076408000.0,1484490000.0,2993760000.0,1246510000.0,1225634000.0
759,Federal dividend tax credit,$,2010,7072377000.0,32000.0,69000.0,4314000.0,16447000.0,37617000.0,61622000.0,90064000.0,123784000.0,158862000.0,163653000.0,185954000.0,172260000.0,375249000.0,340523000.0,308706000.0,258491000.0,968642000.0,953612000.0,2852475000.0
760,Overseas employment tax credit,$,2010,77241000.0,0.0,0.0,0.0,11000.0,22000.0,57000.0,106000.0,247000.0,356000.0,563000.0,690000.0,793000.0,2139000.0,3044000.0,3553000.0,3903000.0,24013000.0,27588000.0,10154000.0
761,Minimum tax carryover,$,2010,105828000.0,0.0,0.0,82000.0,453000.0,1030000.0,1711000.0,2500000.0,2973000.0,3692000.0,3843000.0,4108000.0,3922000.0,8024000.0,5938000.0,5068000.0,4255000.0,14357000.0,13551000.0,30318000.0
762,Basic federal tax,$,2010,110847125000.0,9906000.0,12005000.0,103868000.0,537594000.0,1232346000.0,1996051000.0,2900063000.0,3659854000.0,4228798000.0,4409590000.0,4584039000.0,4645747000.0,9234416000.0,8698552000.0,7670662000.0,6305007000.0,16919593000.0,11608571000.0,22090464000.0
763,Federal foreign tax credit,$,2010,769583000.0,37000.0,81000.0,362000.0,1291000.0,2444000.0,3771000.0,5153000.0,6731000.0,8329000.0,9800000.0,10963000.0,11725000.0,26834000.0,28916000.0,29159000.0,27486000.0,111196000.0,129172000.0,356133000.0
764,Federal political contribution tax  credit,$,2010,22457000.0,0.0,0.0,45000.0,162000.0,452000.0,664000.0,903000.0,1062000.0,1251000.0,1157000.0,1118000.0,1071000.0,2087000.0,1686000.0,1411000.0,1137000.0,3222000.0,2327000.0,2700000.0
765,Investment tax credit,$,2010,110449000.0,0.0,0.0,60000.0,292000.0,504000.0,668000.0,876000.0,990000.0,1202000.0,1135000.0,1308000.0,1242000.0,2566000.0,2470000.0,2416000.0,2424000.0,9952000.0,13647000.0,68697000.0
766,Labour-sponsored funds tax credit,$,2010,129722000.0,1000.0,-2816000.0,60000.0,505000.0,1494000.0,2487000.0,5767000.0,8679000.0,9467000.0,10890000.0,10666000.0,10521000.0,18683000.0,15954000.0,10926000.0,7741000.0,14184000.0,3498000.0,1016000.0
767,Alternative minimum tax payable,$,2010,172737000.0,1004000.0,53000.0,52000.0,28000.0,223000.0,64000.0,84000.0,107000.0,227000.0,120000.0,150000.0,209000.0,681000.0,1227000.0,2408000.0,3214000.0,21329000.0,34125000.0,107433000.0
768,Net federal tax,$,2010,109877247000.0,5239000.0,11404000.0,103690000.0,536143000.0,1228373000.0,1988948000.0,2888503000.0,3643513000.0,4209744000.0,4387857000.0,4561174000.0,4622317000.0,9186386000.0,8651854000.0,7628962000.0,6268424000.0,16790292000.0,11467788000.0,21696635000.0
769,CPP contributions payable on self-employment and other earnings,$,2010,1846141000.0,3121000.0,54123000.0,129931000.0,143628000.0,147694000.0,142832000.0,134717000.0,127837000.0,125088000.0,107414000.0,88428000.0,71887000.0,109626000.0,79353000.0,60018000.0,45620000.0,122354000.0,82927000.0,69545000.0
770,Employment  Insurance premiums payable on self-employment and other eligible,$,2010,1164000.0,5000.0,28000.0,76000.0,99000.0,118000.0,100000.0,97000.0,104000.0,105000.0,76000.0,64000.0,58000.0,81000.0,45000.0,36000.0,23000.0,34000.0,13000.0,0.0
771,Social benefits repayment,$,2010,1208671000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,389000.0,14929000.0,71924000.0,105324000.0,122104000.0,113178000.0,396299000.0,231801000.0,152708000.0
772,Net provincial or territorial tax,$,2010,46934975000.0,1202000.0,3750000.0,26551000.0,157888000.0,479427000.0,831881000.0,1155374000.0,1450256000.0,1758425000.0,1812223000.0,1875416000.0,1882258000.0,3708984000.0,3501289000.0,3229017000.0,2721592000.0,7495025000.0,5152178000.0,9692238000.0
773,Total tax payable,$,2010,159873023000.0,9575000.0,69306000.0,260252000.0,837779000.0,1855679000.0,2963864000.0,4178849000.0,5221941000.0,6093591000.0,6307899000.0,6525841000.0,6591838000.0,13077886000.0,12338507000.0,11040725000.0,9149216000.0,24804381000.0,16934766000.0,31611129000.0
774,Number of taxable returns,$,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,Number of non-taxable returns,$,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,Total number of returns,$,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777,Employment income,$,2009,665992470000.0,2206479000.0,6694556000.0,11025350000.0,15295189000.0,19788781000.0,24468076000.0,30651075000.0,35744431000.0,37260130000.0,37052823000.0,36314382000.0,34212021000.0,63146476000.0,56642649000.0,48286969000.0,35799548000.0,81494598000.0,40324281000.0,49584659000.0
778,Commissions (from employment),$,2009,11599032000.0,9643000.0,19378000.0,44020000.0,73391000.0,111509000.0,148063000.0,195095000.0,240373000.0,285993000.0,314139000.0,340353000.0,357169000.0,726821000.0,682348000.0,626221000.0,564881000.0,2077828000.0,1916034000.0,2865774000.0
779,Other employment income,$,2009,10944075000.0,125102000.0,320006000.0,380203000.0,370132000.0,436582000.0,471812000.0,504153000.0,489998000.0,466323000.0,426912000.0,381593000.0,332254000.0,601817000.0,487203000.0,393301000.0,315482000.0,1034798000.0,905135000.0,2501269000.0
780,Old Age Security pension,$,2009,25462625000.0,69390000.0,695880000.0,2839888000.0,5845872000.0,3483832000.0,2331473000.0,2068806000.0,1650511000.0,1420410000.0,976453000.0,746762000.0,594833000.0,926696000.0,519718000.0,321046000.0,201174000.0,427972000.0,205298000.0,136612000.0
781,CPP or QPP benefits,$,2009,37713426000.0,264141000.0,1166780000.0,2848531000.0,6089130000.0,4892814000.0,3700365000.0,3409110000.0,2888990000.0,2527107000.0,1868177000.0,1467430000.0,1170914000.0,1753357000.0,1022560000.0,641987000.0,412259000.0,883546000.0,419711000.0,286518000.0
782,Other pensions or superannuation,$,2009,67750972000.0,48960000.0,118070000.0,388565000.0,1404500000.0,3075937000.0,4007918000.0,5155289000.0,5808313000.0,6285641000.0,5657529000.0,5007902000.0,4386617000.0,7059749000.0,4615248000.0,3089371000.0,2099355000.0,4907319000.0,2562239000.0,2072451000.0
783,Elected split-pension amount,$,2009,10225654000.0,30337000.0,128903000.0,539618000.0,1036170000.0,1072394000.0,1031756000.0,1262340000.0,1123997000.0,1253238000.0,513535000.0,321528000.0,287797000.0,646364000.0,355970000.0,231938000.0,97021000.0,214230000.0,56816000.0,21704000.0
784,Universal Child Care Benefit,$,2009,2518165000.0,603158000.0,253573000.0,274858000.0,223367000.0,186750000.0,166807000.0,150750000.0,131104000.0,107578000.0,86537000.0,69763000.0,54059000.0,76402000.0,48985000.0,32288000.0,17103000.0,25576000.0,7382000.0,2126000.0
785,Employment Insurance benefits,$,2009,20133198000.0,108774000.0,543719000.0,1494602000.0,2360299000.0,2828612000.0,2901991000.0,2473513000.0,1927323000.0,1443986000.0,1059513000.0,780235000.0,563700000.0,722702000.0,400826000.0,210651000.0,113991000.0,154967000.0,35365000.0,8429000.0
786,Taxable amount of dividends,$,2009,46484535000.0,66928000.0,81806000.0,159629000.0,285725000.0,401749000.0,539831000.0,700140000.0,928739000.0,1128641000.0,1124263000.0,1233114000.0,1119344000.0,2361045000.0,2126335000.0,1894084000.0,1585324000.0,5974364000.0,5756530000.0,19016943000.0
787,Interest and other investment income,$,2009,18657773000.0,252793000.0,332665000.0,559353000.0,972816000.0,1087125000.0,999930000.0,1033164000.0,1000177000.0,1002113000.0,816713000.0,718605000.0,647906000.0,1172782000.0,888768000.0,704825000.0,546244000.0,1610411000.0,1277401000.0,3033983000.0
788,Net partnership income,$,2009,191495000.0,-50580000.0,178000.0,-1033000.0,472000.0,511000.0,1695000.0,1466000.0,2005000.0,4035000.0,2266000.0,1972000.0,3273000.0,7545000.0,8026000.0,6937000.0,5787000.0,24188000.0,37774000.0,134977000.0
789,RDSP income,$,2009,364000.0,0.0,0.0,7000.0,7000.0,29000.0,40000.0,0.0,9000.0,89000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,Net rental income,$,2009,3950780000.0,-150266000.0,83211000.0,136041000.0,170124000.0,191533000.0,169701000.0,173794000.0,163033000.0,166125000.0,147815000.0,135438000.0,126073000.0,230981000.0,189767000.0,161504000.0,140086000.0,439866000.0,385718000.0,890234000.0
791,Taxable capital gains,$,2009,12580594000.0,57609000.0,57605000.0,89272000.0,110781000.0,134261000.0,148394000.0,167292000.0,188552000.0,205880000.0,209705000.0,210923000.0,213341000.0,459105000.0,419440000.0,402948000.0,368200000.0,1393814000.0,1678964000.0,6064508000.0
792,Support payments received,$,2009,1061221000.0,7860000.0,26590000.0,52308000.0,70633000.0,82037000.0,75264000.0,72569000.0,70562000.0,60727000.0,56748000.0,51317000.0,43456000.0,76418000.0,57460000.0,41720000.0,36122000.0,100087000.0,49477000.0,29867000.0
793,Registered Retirement Savings Plan income,$,2009,11512284000.0,109439000.0,187915000.0,338679000.0,466140000.0,586226000.0,630045000.0,710049000.0,745518000.0,757075000.0,663587000.0,604898000.0,559531000.0,970868000.0,734550000.0,565723000.0,437636000.0,1149460000.0,664392000.0,630554000.0
794,Other income,$,2009,21130689000.0,260584000.0,609217000.0,769690000.0,735149000.0,710863000.0,696398000.0,729227000.0,759325000.0,767011000.0,672948000.0,616703000.0,569602000.0,1058040000.0,931344000.0,822119000.0,732239000.0,2709389000.0,2700441000.0,4280400000.0
795,Net business income,$,2009,23828395000.0,-727671000.0,1095269000.0,2058329000.0,2050127000.0,1889849000.0,1693360000.0,1494033000.0,1336997000.0,1228620000.0,1038353000.0,916480000.0,804432000.0,1378867000.0,1071150000.0,864323000.0,668132000.0,1949741000.0,1278977000.0,1739027000.0
796,Net professional income,$,2009,20173415000.0,-22479000.0,82719000.0,155029000.0,172805000.0,180991000.0,188915000.0,187681000.0,193023000.0,203022000.0,206378000.0,203918000.0,208528000.0,431675000.0,437187000.0,439708000.0,441610000.0,2223813000.0,4035109000.0,10203785000.0
797,Net commission income,$,2009,3677419000.0,-15570000.0,70212000.0,123731000.0,140099000.0,143621000.0,145243000.0,145257000.0,145235000.0,148187000.0,137439000.0,136622000.0,130910000.0,250264000.0,223716000.0,208549000.0,170590000.0,594658000.0,447802000.0,330856000.0
798,Net farming income,$,2009,1645308000.0,-426240000.0,27909000.0,94409000.0,81538000.0,94165000.0,93531000.0,111632000.0,105967000.0,140150000.0,90351000.0,80896000.0,74303000.0,138156000.0,111548000.0,96522000.0,74030000.0,237108000.0,197121000.0,222212000.0
799,Net fishing income,$,2009,322387000.0,-12108000.0,-180000.0,4043000.0,14578000.0,25923000.0,30182000.0,32718000.0,34164000.0,29840000.0,23600000.0,17764000.0,17025000.0,25357000.0,15861000.0,11975000.0,7371000.0,19332000.0,12515000.0,12425000.0
800,Workers' compensation benefits,$,2009,5437791000.0,20532000.0,66567000.0,200825000.0,370977000.0,568236000.0,634567000.0,623747000.0,574135000.0,484980000.0,411206000.0,298198000.0,236764000.0,318516000.0,185201000.0,117484000.0,78475000.0,152686000.0,64037000.0,30658000.0
801,Social assistance payments,$,2009,10024217000.0,302127000.0,2655249000.0,4367440000.0,1451670000.0,700008000.0,261867000.0,116113000.0,63275000.0,35633000.0,23280000.0,13958000.0,8951000.0,9371000.0,5221000.0,3096000.0,1780000.0,3182000.0,1140000.0,854000.0
802,Net federal supplements,$,2009,8115507000.0,64876000.0,386551000.0,2865484000.0,3781883000.0,675190000.0,179370000.0,73098000.0,35106000.0,16731000.0,9760000.0,5917000.0,4511000.0,5765000.0,3011000.0,1679000.0,1295000.0,2882000.0,1421000.0,978000.0
803,Total income assessed,$,2009,1041133791000.0,3203816000.0,15704348000.0,31808871000.0,43573575000.0,43349526000.0,45716592000.0,52242144000.0,56350861000.0,57429267000.0,53590072000.0,50676696000.0,46727316000.0,84555182000.0,72184091000.0,60176969000.0,44915735000.0,109805814000.0,65021114000.0,104101802000.0
804,Registered pension plan contributions,$,2009,14936813000.0,7570000.0,11017000.0,27083000.0,53421000.0,102916000.0,186368000.0,347311000.0,545624000.0,695930000.0,815532000.0,915352000.0,949536000.0,1932845000.0,1968351000.0,1943566000.0,1311976000.0,2220675000.0,645173000.0,256569000.0
