Grand total/Total global #,Grand total/Total global $,Loss and nil/Perte et néant #,Loss and nil/Perte et néant $,1 - 4999 #,1 - 4999 $,item_e,item_f,prove,provf,code1,code2,taxyr
831100,1751533,283700,593025,129820,267798,CPP or QPP contributions through employment,Cotisations demployé au RPC ou au RRQ,,,F,71,2010
46610,82767,32290,61616,26860,52872,CPP or QPP contributions self-employment and other eligible earnings,Cotisations au RPC ou au RRQ pour le revenu d'un travail indépendant et pour d'autres revenus,,,F,72,2010
764030,540177,238470,168198,92980,64479,Employment Insurance premiums,Cotisations à l'assurance-emploi,,,F,73,2010
60,34,20,13,0,0,Employment Insurance premiums on self-employment and other eligible earnings,Cotisations à lassurance-emploi pour le revenu dun travail indépendant et pour dautres revenus ad,,,F,74,2010
131990,39675,41490,12111,20890,5798,PPIP premiums paid,Cotisations au RPAP,,,F,75,2010
8070,2307,2250,636,600,158,PPIP premiums payable on employment income,Cotisations au RPAP à payer sur le revenu d'emploi,,,F,76,2010
12610,3154,10520,2968,9230,2672,PPIP premiums payable on self-employment income,Cotisations au RPAP à payer sur le revenu d'un travail indépendant,,,F,77,2010
888190,921961,311930,323147,150390,155485,Canada employment amount,Montant canadien pour emploi,,,F,78,2010
78190,77994,24430,23935,9220,9462,Public transit amount,Montant pour le transport en commun,,,F,79,2010
192400,123492,78970,56016,43470,33894,Children's fitness amount,Montant pour la condition physique des enfants,,,F,80,2010
8100,38748,2030,9877,520,2511,Home buyers' amount,Montant pour l'achat d'une habitation,,,F,81,2010
350,2593,140,1145,90,810,Adoption expenses,Frais d'adoption,,,F,82,2010
137750,269005,56600,110043,30650,59270,Pension income amount,Montant pour revenu de pension,,,F,83,2010
13020,61363,4220,19286,1690,7486,Caregiver amount,Montant pour aidants naturels,,,F,84,2010
8060,58315,3500,25330,2190,15824,Disability amount,Montant pour personnes handicapées,,,F,85,2010
15750,154849,5900,56707,2830,26818,Disability amount transferred from a dependant,Montant pour personnes handicapées transféré d'une personne à charge,,,F,86,2010
17120,9016,4340,2240,1340,620,Interest paid on student loans,Intérêts payés sur des prêts étudiants,,,F,87,2010
37110,171062,9450,50879,3340,17094,"Tuition, education, and textbook amounts","Frais de scolarité, montant relatif aux études, montant pour manuels",,,F,88,2010
104650,558328,45480,254913,26670,159747,"Tuition, education, and textbook amounts transferred from a child","Frais de scolarité, montant relatif aux études, manuels transférés d'un enfant",,,F,89,2010
24390,96817,8710,33729,3910,15494,Amounts transferred from spouse,Montants transférés d'un époux ou conjoint de fait,,,F,90,2010
95540,420349,44760,250017,30780,242967,Allowable portion of medical expenses,Montant admissible des frais médicaux,,,F,91,2010
993330,2701662,370960,1026008,193000,547190,Total tax credits on personal amounts,Crédits d'impôt nets alloués,,,F,92,2010
562320,1047930,237920,774728,140950,2342840,Allowable charitable donations and government gifts,"Dons de bienfaisance, dons aux gouvernements admissibles",,,G,93,2010
430,4304,180,6304,150,27718,"Eligible cultural, ecological gifts",Montants admissibles des dons de biens culturels ou écosensibles,,,G,94,2010
561160,292099,237640,220502,140830,678445,Total tax credit on donations and gifts,Total des crédits d'impôt pour les dons,,,G,95,2010
993360,2993760,371000,1246510,193050,1225634,Total federal non-refundable tax credits,Total des crédits d'impôt non remboursables fédéraux,,,G,96,2010
377770,968642,195510,953612,132000,2852475,Federal dividend tax credit,Crédit d'impôt fédéral pour dividendes,,,H,97,2010
2370,24013,1960,27588,610,10154,Overseas employment tax credit,Crédit d'impôt pour emploi à l'étranger,,,H,98,2010
5470,14357,4170,13551,3430,30318,Minimum tax carryover,Report d'impôt minimum,,,H,99,2010
989750,16919593,369580,11608571,192570,22090464,Basic federal tax,impôt fédéral de base,,,H,100,2010
138120,111196,83190,129172,67500,356133,Federal foreign tax credit,Crédit fédéral pour impôt étranger,,,H,101,2010
17630,3222,10480,2327,9390,2700,Federal political contribution tax  credit,Crédit d'impôt pour contributions politiques fédérales,,,H,102,2010
7700,9952,7340,13647,11310,68697,Investment tax credit,Crédit d'impôt à l'investissement,,,H,103,2010
23540,14184,5430,3498,1530,1016,Labour-sponsored funds tax credit,Crédit d'impôt relatif à un fonds de travailleurs,,,H,104,2010
11170,21329,7540,34125,6730,107433,Alternative minimum tax payable,Impôt minimum de remplacement à payer,,,H,105,2010
987380,16790292,368310,11467788,191930,21696635,Net federal tax,Impôt fédéral net,,,H,106,2010
34780,122354,22110,82927,17820,69545,CPP contributions payable on self-employment and other earnings,Cotisations au RPC à payer pour le revenu d'un travail indépendant et pour d'autres revenus,,,I,107,2010
60,34,20,13,0,0,Employment  Insurance premiums payable on self-employment and other eligible,Cotisations à lassurance-emploi à payer pour le revenu dun travail indépendant et pour d'autres re,,,I,108,2010
97350,396299,41990,231801,26880,152708,Social benefits repayment,Remboursement des prestations de programmes sociaux,,,I,109,2010
826980,7495025,311100,5152178,160730,9692238,Net provincial or territorial tax,Impôt provincial ou territorial net,,,I,110,2010
991840,24804381,370400,16934766,193130,31611129,Total tax payable,Total à payer,,,I,111,2010
50000 and over/et plus #,50000 and over/et plus $,,,,,item_e,item_f,prove,provf,code1,code2,taxyr
6920310,0,.,.,.,.,Number of taxable returns,Nombre de déclarations imposables,,,A,1,2010
33620,0,.,.,.,.,Number of non-taxable returns,Nombre de déclarations non imposables,,,A,2,2010
6953930,0,.,.,.,.,Total number of returns,Nombre total de déclarations,,,A,3,2010
5889660,466344235,.,.,.,.,Employment income,Revenus d'emploi,,,B,4,2010
217850,11224457,.,.,.,.,Commissions (from employment),Commissions (d'emploi),,,B,5,2010
1056300,6299030,.,.,.,.,Other employment income,Autres revenus d'emploi,,,B,6,2010
744310,4421606,.,.,.,.,Old Age Security pension,Pension de la sécurité de la vieillesse,,,B,7,2010
1139070,8726469,.,.,.,.,Canada Pension Plan (CPP) or Quebec Pension Plan (QPP) benefits,Prestations du Régime de pensions du Canada (RPC) ou du Régime de rentes du Québec (RRQ),,,B,8,2010
1051440,38025387,.,.,.,.,Other pensions or superannuation,Autres pensions et pensions de retraite,,,B,9,2010
199420,2484156,.,.,.,.,Elected split-pension amount,Choix du montant de pension fractionné,,,B,10,2010
232770,343665,.,.,.,.,Universal Child Care Benefit (UCCB),Prestation universelle pour la garde d'enfants (PUGE),,,B,11,2010
528230,3043159,.,.,.,.,Employment Insurance and other benefits,Prestations d'assurance-emploi et autres prestations,,,B,12,2010
2008610,42960244,.,.,.,.,Taxable amount of dividends,Montant imposable des dividendes,,,B,13,2010
2443490,9192111,.,.,.,.,Interest and other investment income,Intérêts et autres revenus de placements,,,B,14,2010
143600,254792,.,.,.,.,Net partnership income,Revenus nets de société de personnes,,,B,15,2010
20,7,.,.,.,.,Registered disability savings plan (RDSP) income,Revenus dun régime enregistré dépargne-invalidité (REEI),,,B,16,2010
601850,2844363,.,.,.,.,Net rental income,Revenus nets de location,,,B,17,2010
976990,15758664,.,.,.,.,Taxable capital gains,Gains en capital imposables,,,B,18,2010
19300,511543,.,.,.,.,Support payments received,Pension alimentaire reçue,,,B,19,2010
931870,7172757,.,.,.,.,Registered Retirement Savings Plan (RRSP) income,Revenu d'un régime enregistré d'épargne-retraite (REER),,,B,20,2010
1684130,12431935,.,.,.,.,Other income,Autres revenus,,,B,21,2010
448540,11178062,.,.,.,.,Net business income,Revenus nets d'entreprise,,,B,22,2010
173280,18179331,.,.,.,.,Net professional income,Revenus nets de profession libérale,,,B,23,2010
61290,2786826,.,.,.,.,Net commission income,Revenus nets de commissions,,,B,24,2010
112950,1089578,.,.,.,.,Net farming income,Revenus nets d'agriculture,,,B,25,2010
5470,179966,.,.,.,.,Net fishing income,Revenus nets de pêche,,,B,26,2010
146140,1471365,.,.,.,.,Workers' compensation benefits,Indemnités pour accidents du travail,,,B,27,2010
10180,45663,.,.,.,.,Social assistance payments,Prestations d'assistance sociale,,,B,28,2010
10790,30804,.,.,.,.,Net federal supplements,Versement net des suppléments fédéraux,,,B,29,2010
6953930,667000172,.,.,.,.,Total income assessed,Revenu total établi,,,B,30,2010
2809550,12966036,.,.,.,.,Registered pension plan (RPP) contributions,Cotisations à un régime de pension agréé (RPA),,,C,31,2010
3685720,26056614,.,.,.,.,RRSP deduction,Cotisations à un REER,,,C,32,2010
640,352,.,.,.,.,Saskatchewan Pension Plan (SPP) deduction,Déduction pour le Régime de pensions de la Saskatchewan (RPS),,,C,33,2010
486650,7349884,.,.,.,.,Deduction for elected split-pension amount,Déduction pour le choix du montant de pension fractionné,,,C,34,2010
2734220,2569158,.,.,.,.,"Annual union, professional, or like dues","Cotisations annuelles syndicales, professionnelles et semblables",,,C,35,2010
1000,736,.,.,.,.,Universal Child Care Benefit repayment,Remboursement de la prestation universelle pour la garde d'enfants,,,C,36,2010
389470,1806191,.,.,.,.,Child care expenses,Frais de garde d'enfants,,,C,37,2010
440,4343,.,.,.,.,Disability supports deductions,Déductions pour produits et services de soutien aux personnes handicapées,,,C,38,2010
6560,231296,.,.,.,.,Business investment loss,Perte au titre d'un placement d'entreprise,,,C,39,2010
37490,284877,.,.,.,.,Moving expenses,Frais de déménagement,,,C,40,2010
55450,927230,.,.,.,.,Support payments made,Pension alimentaire payée,,,C,41,2010
1329390,3500131,.,.,.,.,Carrying charges and interest expenses,Frais financiers et frais d'intérêts,,,C,42,2010
299950,486176,.,.,.,.,Deductions for CPP or QPP contributions on self-employment and other earnings,Déductions pour cotisations au RPC ou au RRQ pour le revenu d'un travail indépendant et pour d'autre,,,C,43,2010
87280,13534,.,.,.,.,Deduction for provincial parental insurance plan (PPIP) premiums on self-empl,Déduction pour cotisations au Régime provincial d'assurance parentale (RPAP) pour le revenu d'un tra,,,C,44,2010
72280,1620022,.,.,.,.,Exploration and development expenses,Frais d'exploration et d'aménagement,,,C,45,2010
529020,3217980,.,.,.,.,Other employment expenses,Autres dépenses d'emploi,,,C,46,2010
14640,238756,.,.,.,.,Clergy residence deduction,Déduction pour la résidence d'un membre du clergé,,,C,47,2010
242360,1482421,.,.,.,.,Other deductions,Autres déductions,,,C,48,2010
6161270,62755740,.,.,.,.,Total deductions before adjustments,Total des déductions avant rajustements,,,C,49,2010
484820,1208656,.,.,.,.,Social benefits repayment,Remboursement des prestations de programmes sociaux,,,D,50,2010
6952770,603130509,.,.,.,.,Net income after adjustments,Revenu net après rajustement,,,D,51,2010
12730,266294,.,.,.,.,Canadian Forces personnel and police deduction,"Déduction pour le personnel des Forces canadiennes, des forces policières",,,E,52,2010
1470,355,.,.,.,.,Employee home relocation loan deduction,Déduction pour prêts à la réinstallation d'employés,,,E,53,2010
46140,2465683,.,.,.,.,Security options deductions,Déductions pour options d'achat de titres,,,E,54,2010
163740,1544084,.,.,.,.,Other payments deductions,Déduction pour autres paiements,,,E,55,2010
1530,17264,.,.,.,.,Limited partnership losses of other years,Pertes comme commanditaire d'autres années,,,E,56,2010
6700,184760,.,.,.,.,Non-capital losses of other years,Pertes autres que des pertes en capital d'autres années,,,E,57,2010
338200,1548262,.,.,.,.,Net capital losses of other years,Pertes en capital nettes d'autres années,,,E,58,2010
43240,3508616,.,.,.,.,Capital gains deduction,Déduction pour gains en capital,,,E,59,2010
144650,566236,.,.,.,.,Northern residents deductions,Déductions pour les habitants de régions éloignées,,,E,60,2010
37010,457272,.,.,.,.,Additional deductions,Déductions supplémentaires,,,E,61,2010
5210,75158,.,.,.,.,Farming/fishing losses of prior years,"Pertes provenant de la pêche, pertes agricoles d'autres années",,,E,62,2010
760390,10633983,.,.,.,.,Total deductions from net income,Total des déductions du revenu net,,,E,63,2010
6950040,592515460,.,.,.,.,Taxable income assessed,Revenu imposable établi,,,E,64,2010
6947040,72075090,.,.,.,.,Basic personal amount,Montant personnel de base,,,F,65,2010
580940,1739422,.,.,.,.,Age amount,Montant en raison de l'âge,,,F,66,2010
697150,5105234,.,.,.,.,Spouse or common-law partner amount,Montant pour époux ou conjoint de fait,,,F,67,2010
216150,2087088,.,.,.,.,Amount for eligible dependant,Montant pour personne à charge admissible,,,F,68,2010
1679490,6184622,.,.,.,.,Amount for children 17 and under,Montant pour enfants âgés de 17 ans ou moins,,,F,69,2010
5810,19762,.,.,.,.,Amount for infirm dependants age 18 or older,Montant pour personnes à charge âgées de 18 ans ou plus ayant une déficience,,,F,70,2010
5603310,11662105,.,.,.,.,CPP or QPP contributions through employment,Cotisations demployé au RPC ou au RRQ,,,F,71,2010
299950,486176,.,.,.,.,CPP or QPP contributions self-employment and other eligible earnings,Cotisations au RPC ou au RRQ pour le revenu d'un travail indépendant et pour d'autres revenus,,,F,72,2010
5343200,3680369,.,.,.,.,Employment Insurance premiums,Cotisations à l'assurance-emploi,,,F,73,2010
570,356,.,.,.,.,Employment Insurance premiums on self-employment and other eligible earnings,Cotisations à lassurance-emploi pour le revenu dun travail indépendant et pour dautres revenus ad,,,F,74,2010
1126870,315068,.,.,.,.,PPIP premiums paid,Cotisations au RPAP,,,F,75,2010
52330,13572,.,.,.,.,PPIP premiums payable on employment income,Cotisations au RPAP à payer sur le revenu d'emploi,,,F,76,2010
88310,17496,.,.,.,.,PPIP premiums payable on self-employment income,Cotisations au RPAP à payer sur le revenu d'un travail indépendant,,,F,77,2010
6066600,6257019,.,.,.,.,Canada employment amount,Montant canadien pour emploi,,,F,78,2010
514970,492740,.,.,.,.,Public transit amount,Montant pour le transport en commun,,,F,79,2010
993000,581259,.,.,.,.,Children's fitness amount,Montant pour la condition physique des enfants,,,F,80,2010
86920,405799,.,.,.,.,Home buyers' amount,Montant pour l'achat d'une habitation,,,F,81,2010
1880,13661,.,.,.,.,Adoption expenses,Frais d'adoption,,,F,82,2010
1170350,2298487,.,.,.,.,Pension income amount,Montant pour revenu de pension,,,F,83,2010
84460,381497,.,.,.,.,Caregiver amount,Montant pour aidants naturels,,,F,84,2010
81290,588402,.,.,.,.,Disability amount,Montant pour personnes handicapées,,,F,85,2010
97260,946735,.,.,.,.,Disability amount transferred from a dependant,Montant pour personnes handicapées transféré d'une personne à charge,,,F,86,2010
227020,122708,.,.,.,.,Interest paid on student loans,Intérêts payés sur des prêts étudiants,,,F,87,2010
365370,1677081,.,.,.,.,"Tuition, education, and textbook amounts","Frais de scolarité, montant relatif aux études, montant pour manuels",,,F,88,2010
492930,2531401,.,.,.,.,"Tuition, education, and textbook amounts transferred from a child","Frais de scolarité, montant relatif aux études, manuels transférés d'un enfant",,,F,89,2010
166490,698823,.,.,.,.,Amounts transferred from spouse,Montants transférés d'un époux ou conjoint de fait,,,F,90,2010
843200,2998456,.,.,.,.,Allowable portion of medical expenses,Montant admissible des frais médicaux,,,F,91,2010
6949450,18507064,.,.,.,.,Total tax credits on personal amounts,Crédits d'impôt nets alloués,,,F,92,2010
3247970,6857049,.,.,.,.,Allowable charitable donations and government gifts,"Dons de bienfaisance, dons aux gouvernements admissibles",,,G,93,2010
2930,46982,.,.,.,.,"Eligible cultural, ecological gifts",Montants admissibles des dons de biens culturels ou écosensibles,,,G,94,2010
3234870,1925067,.,.,.,.,Total tax credit on donations and gifts,Total des crédits d'impôt pour les dons,,,G,95,2010
6949690,20432131,.,.,.,.,Total federal non-refundable tax credits,Total des crédits d'impôt non remboursables fédéraux,,,G,96,2010
2013370,6415912,.,.,.,.,Federal dividend tax credit,Crédit d'impôt fédéral pour dividendes,,,H,97,2010
7350,75877,.,.,.,.,Overseas employment tax credit,Crédit d'impôt pour emploi à l'étranger,,,H,98,2010
25190,89542,.,.,.,.,Minimum tax carryover,Report d'impôt minimum,,,H,99,2010
6881600,91757052,.,.,.,.,Basic federal tax,impôt fédéral de base,,,H,100,2010
691680,731583,.,.,.,.,Federal foreign tax credit,Crédit fédéral pour impôt étranger,,,H,101,2010
94650,16760,.,.,.,.,Federal political contribution tax  credit,Crédit d'impôt pour contributions politiques fédérales,,,H,102,2010
38810,104721,.,.,.,.,Investment tax credit,Crédit d'impôt à l'investissement,,,H,103,2010
184360,93187,.,.,.,.,Labour-sponsored funds tax credit,Crédit d'impôt relatif à un fonds de travailleurs,,,H,104,2010
33630,170776,.,.,.,.,Alternative minimum tax payable,Impôt minimum de remplacement à payer,,,H,105,2010
6868490,90873832,.,.,.,.,Net federal tax,Impôt fédéral net,,,H,106,2010
226330,729756,.,.,.,.,CPP contributions payable on self-employment and other earnings,Cotisations au RPC à payer pour le revenu d'un travail indépendant et pour d'autres revenus,,,I,107,2010
570,356,.,.,.,.,Employment  Insurance premiums payable on self-employment and other eligible,Cotisations à lassurance-emploi à payer pour le revenu dun travail indépendant et pour d'autres re,,,I,108,2010
484820,1208656,.,.,.,.,Social benefits repayment,Remboursement des prestations de programmes sociaux,,,I,109,2010
5512240,39257998,.,.,.,.,Net provincial or territorial tax,Impôt provincial ou territorial net,,,I,110,2010
6920310,132074288,.,.,.,.,Total tax payable,Total à payer,,,I,111,2010
