,item,type,tax_year,< $0,$1 - 10k,$10k - 15k,$15k - 20k,$20k - 25k,$25k - 30k,$30k - 35k,$35k - 40k,$40k - 45k,$45k - 50k,$50k - 60k,$60k - 70k,$70k - 80k,$80k - 90k,$90k - 100k,$100k - 150k,$150k - 250k,> $250k
376,total tax credits on personal amounts,$,2008,1226067000.0,6664443000.0,5381198000.0,5844453000.0,4475928000.0,3769496000.0,3854471000.0,3674971000.0,3138682000.0,2669107000.0,4194411000.0,3073728000.0,2310812000.0,1713439000.0,1136218000.0,2252333000.0,866304000.0,494742000.0
377,Donations &amp; gifts,$,2008,0.0,12709000.0,46457000.0,129334000.0,203630000.0,268677000.0,371045000.0,384592000.0,382725000.0,365683000.0,661890000.0,653852000.0,541315000.0,485507000.0,393840000.0,993336000.0,738016000.0,2321660000.0
378,Total Tax Credit on Donations,$,2008,0.0,3222000.0,11674000.0,32662000.0,52306000.0,70422000.0,98619000.0,102409000.0,102667000.0,98260000.0,178539000.0,178065000.0,147461000.0,132733000.0,108642000.0,275977000.0,208339000.0,669514000.0
379,total federal non-refundable tax credits,$,2008,1226067000.0,6667666000.0,5392872000.0,5877115000.0,4528234000.0,3839918000.0,3953090000.0,3777380000.0,3241350000.0,2767367000.0,4372950000.0,3251793000.0,2458273000.0,1846172000.0,1244860000.0,2528311000.0,1074643000.0,1164256000.0
380,federal dividend tax credit,$,2008,3787000.0,23583000.0,27076000.0,52425000.0,65379000.0,81367000.0,108870000.0,148608000.0,159525000.0,155707000.0,298462000.0,303404000.0,279823000.0,244719000.0,198287000.0,713453000.0,710322000.0,2415413000.0
381,basic federal tax,$,2008,0.0,16398000.0,156123000.0,662428000.0,1368220000.0,2105921000.0,3128078000.0,4011568000.0,4341690000.0,4579011000.0,9426759000.0,9337260000.0,8630964000.0,7600933000.0,5871355000.0,15858065000.0,10997891000.0,23892168000.0
382,net federal tax,$,2008,0.0,18330000.0,156887000.0,659859000.0,1365200000.0,2097744000.0,3117457000.0,3994239000.0,4321644000.0,4557265000.0,9378591000.0,9286733000.0,8584941000.0,7556980000.0,5837101000.0,15727219000.0,10873571000.0,23537980000.0
383,CPP contributions on self-employment,$,2008,1871000.0,51418000.0,109414000.0,119788000.0,133927000.0,132985000.0,135739000.0,140187000.0,113541000.0,99033000.0,149421000.0,103869000.0,77519000.0,57801000.0,44402000.0,118044000.0,83895000.0,71311000.0
384,net provincial or territorial tax,$,2008,0.0,4665000.0,45257000.0,273560000.0,603195000.0,942719000.0,1380492000.0,1711031000.0,1853269000.0,1941872000.0,3857293000.0,3776432000.0,3507452000.0,3220555000.0,2491177000.0,7006503000.0,4858689000.0,10492261000.0
385,total tax payable,$,2008,1871000.0,74413000.0,313020000.0,1053214000.0,2102426000.0,3173973000.0,4634238000.0,5845740000.0,6288528000.0,6598249000.0,13410604000.0,13230749000.0,12272999000.0,10950990000.0,8479218000.0,23196039000.0,16016122000.0,34239433000.0
386,number of taxable returns,$,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,number of non-taxable returns,$,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,total number of returns,$,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,employment income,$,2004,111884000.0,10370804000.0,12661523000.0,17161767000.0,21753459000.0,26924234000.0,32552555000.0,35155513000.0,34984684000.0,33531632000.0,60021745000.0,52956485000.0,42576769000.0,28672859000.0,20277998000.0,43686886000.0,21124672000.0,36910211000.0
390,commissions (from employment),$,2004,7389000.0,29040000.0,42565000.0,87118000.0,150056000.0,166497000.0,212113000.0,242963000.0,319413000.0,308998000.0,687823000.0,630178000.0,638013000.0,501902000.0,499094000.0,1593520000.0,1423905000.0,2535784000.0
391,other employment income,$,2004,15158000.0,636648000.0,503963000.0,475343000.0,513175000.0,517456000.0,504595000.0,489204000.0,445338000.0,398279000.0,619152000.0,528762000.0,473769000.0,351320000.0,283969000.0,887258000.0,635235000.0,2304615000.0
392,Old Age Security Pension,$,2004,16686000.0,1459830000.0,4488553000.0,4390858000.0,2301411000.0,1752139000.0,1364798000.0,1007882000.0,788463000.0,581369000.0,849321000.0,507527000.0,301908000.0,171333000.0,108269000.0,243795000.0,118202000.0,80717000.0
393,CPP or QPP benefits,$,2004,28925000.0,1893769000.0,3905483000.0,5556563000.0,3546684000.0,2927675000.0,2404627000.0,1870112000.0,1482660000.0,1145628000.0,1627387000.0,971635000.0,575635000.0,327663000.0,207109000.0,460215000.0,223542000.0,153501000.0
394,other pensions or superannuation,$,2004,7797000.0,196986000.0,507548000.0,1710290000.0,2611350000.0,3409381000.0,4093692000.0,4255662000.0,4372026000.0,3839738000.0,6038065000.0,4100096000.0,2455325000.0,1524340000.0,1025864000.0,2331700000.0,1111784000.0,858387000.0
395,EI benefits,$,2004,9460000.0,846880000.0,1515804000.0,1997680000.0,1959908000.0,1777162000.0,1352934000.0,945677000.0,670622000.0,475783000.0,527737000.0,254120000.0,122740000.0,60075000.0,30654000.0,38337000.0,7459000.0,3077000.0
396,taxable amount of dividends,$,2004,9128000.0,103065000.0,146949000.0,233780000.0,302181000.0,417974000.0,585151000.0,721095000.0,661074000.0,570942000.0,1178168000.0,1139721000.0,964662000.0,789652000.0,663764000.0,2432178000.0,2334641000.0,7325058000.0
397,interest and other investment income,$,2004,35088000.0,692688000.0,794073000.0,1138351000.0,1035636000.0,1009056000.0,928123000.0,883330000.0,772616000.0,632848000.0,1129963000.0,850082000.0,723635000.0,496060000.0,410369000.0,1173245000.0,950831000.0,2314915000.0
398,annuity income,$,2004,3490000.0,90683000.0,277183000.0,632790000.0,860817000.0,972830000.0,934157000.0,882312000.0,773587000.0,626794000.0,1153062000.0,854250000.0,596305000.0,405951000.0,294582000.0,741325000.0,566132000.0,569875000.0
399,net rental income,$,2004,-102752000.0,130030000.0,137274000.0,170751000.0,155934000.0,163310000.0,163730000.0,125098000.0,133558000.0,102194000.0,198789000.0,184486000.0,150044000.0,132218000.0,101520000.0,303598000.0,303465000.0,760481000.0
400,taxable capital gains,$,2004,26963000.0,153159000.0,138727000.0,196367000.0,233783000.0,268673000.0,262913000.0,255121000.0,275567000.0,274926000.0,553114000.0,532316000.0,466085000.0,433365000.0,371372000.0,1328466000.0,1658210000.0,5614565000.0
401,RRSP income,$,2004,15765000.0,331909000.0,329131000.0,442670000.0,453824000.0,520741000.0,572972000.0,543002000.0,528475000.0,548038000.0,828152000.0,624779000.0,477434000.0,349209000.0,229485000.0,600433000.0,329233000.0,340829000.0
402,net business income,$,2004,-715717000.0,1301675000.0,1576262000.0,1657703000.0,1485127000.0,1271022000.0,1273797000.0,1177528000.0,960826000.0,793084000.0,1391656000.0,1012186000.0,774459000.0,591360000.0,465917000.0,1234068000.0,903929000.0,1206020000.0
403,net professional income,$,2004,-28543000.0,130453000.0,149410000.0,190804000.0,203270000.0,219034000.0,211657000.0,205451000.0,214315000.0,222173000.0,439992000.0,478623000.0,547125000.0,516171000.0,548314000.0,2450037000.0,4471276000.0,9038073000.0
404,net commission income,$,2004,-9036000.0,67977000.0,68373000.0,78172000.0,108932000.0,106339000.0,96705000.0,96781000.0,124215000.0,81811000.0,225270000.0,196515000.0,181090000.0,167350000.0,169320000.0,411136000.0,296042000.0,247164000.0
405,net farming income,$,2004,-354368000.0,-14560000.0,38681000.0,59446000.0,88771000.0,92289000.0,140029000.0,88676000.0,39584000.0,81470000.0,111564000.0,74660000.0,57959000.0,45437000.0,31602000.0,121756000.0,158178000.0,104002000.0
406,net fishing income,$,2004,-7193000.0,-948000.0,11743000.0,22415000.0,27900000.0,37590000.0,45417000.0,62242000.0,34251000.0,38220000.0,55476000.0,35137000.0,33749000.0,19159000.0,18941000.0,38726000.0,8325000.0,20582000.0
407,tax-exempt income,$,2004,11662000.0,4935840000.0,6483642000.0,2946478000.0,1042845000.0,750944000.0,604439000.0,503357000.0,361566000.0,250260000.0,353511000.0,203965000.0,116576000.0,81849000.0,40799000.0,103364000.0,39462000.0,19254000.0
408,other income,$,2004,-30371000.0,995628000.0,878006000.0,792732000.0,796108000.0,723071000.0,669714000.0,654015000.0,549707000.0,551234000.0,891197000.0,775391000.0,630664000.0,500781000.0,451708000.0,1511357000.0,1516276000.0,2393252000.0
409,total income assessed,$,2004,-948586000.0,24354154000.0,34655240000.0,39942622000.0,39631812000.0,44027416000.0,48974371000.0,50165352000.0,48498071000.0,45055516000.0,78884470000.0,66911213000.0,52865331000.0,36138685000.0,26230653000.0,61692005000.0,38182860000.0,72802646000.0
410,Registered Pension Plan contributions,$,2004,6841000.0,18168000.0,31551000.0,66876000.0,127840000.0,246700000.0,421992000.0,576806000.0,674622000.0,736260000.0,1524106000.0,1526685000.0,1337268000.0,765070000.0,475235000.0,819979000.0,253917000.0,117992000.0
411,RRSP deduction,$,2004,11413000.0,197514000.0,332530000.0,451668000.0,688549000.0,909312000.0,1252218000.0,1480802000.0,1673967000.0,1685605000.0,3213737000.0,2980864000.0,2524411000.0,1984279000.0,1622621000.0,3859567000.0,2100151000.0,1497871000.0
412,"annual union, professional, or like dues",$,2004,2600000.0,43487000.0,45039000.0,63304000.0,91095000.0,132745000.0,190346000.0,224103000.0,237911000.0,236676000.0,462003000.0,412584000.0,308969000.0,162918000.0,90292000.0,130336000.0,31007000.0,12073000.0
413,child care expenses,$,2004,1102000.0,131406000.0,183542000.0,246042000.0,298023000.0,328044000.0,332608000.0,320476000.0,269123000.0,229871000.0,315316000.0,229338000.0,131793000.0,77516000.0,50183000.0,92115000.0,34105000.0,16031000.0
414,carrying charges and interest expenses,$,2004,19171000.0,48912000.0,49584000.0,75075000.0,95436000.0,107567000.0,107346000.0,109265000.0,120419000.0,107615000.0,214604000.0,209428000.0,180956000.0,135503000.0,127171000.0,376093000.0,332279000.0,856929000.0
415,CPP or QPP contributions on self-employment,$,2004,423000.0,42396000.0,70324000.0,83013000.0,80764000.0,76779000.0,79087000.0,76369000.0,61996000.0,47185000.0,74398000.0,51002000.0,38152000.0,28553000.0,22970000.0,60410000.0,52941000.0,41632000.0
416,other employment expenses,$,2004,4218000.0,14539000.0,44978000.0,66696000.0,111356000.0,138346000.0,154277000.0,186124000.0,227452000.0,234742000.0,438742000.0,359486000.0,302185000.0,210494000.0,185575000.0,482090000.0,303084000.0,272657000.0
417,clergy residence deduction,$,2004,0.0,110000.0,1436000.0,4932000.0,11031000.0,14191000.0,20782000.0,21584000.0,36045000.0,31428000.0,57574000.0,45885000.0,24221000.0,10407000.0,5258000.0,7363000.0,1190000.0,501000.0
418,other deductions,$,2004,12868000.0,110200000.0,102840000.0,111689000.0,171468000.0,143012000.0,158092000.0,163783000.0,140269000.0,119784000.0,283549000.0,252749000.0,289267000.0,206901000.0,153419000.0,506688000.0,495096000.0,1333646000.0
419,total deductions before adjustments,$,2004,58733000.0,608026000.0,863181000.0,1170973000.0,1677419000.0,2097159000.0,2717534000.0,3160417000.0,3442294000.0,3429649000.0,6584079000.0,6068229000.0,5137137000.0,3581599000.0,2732613000.0,6334681000.0,3603789000.0,4149307000.0
420,Net income before adjustments,$,2004,0.0,152000.0,82000.0,0.0,291000.0,329000.0,1280000.0,0.0,308000.0,1289000.0,34789000.0,86599000.0,124707000.0,108915000.0,92095000.0,235619000.0,115260000.0,79520000.0
421,social benefits repayment,$,2004,0.0,23881749000.0,33899693000.0,38785564000.0,37998547000.0,41933274000.0,46265594000.0,47006548000.0,45057625000.0,41627355000.0,72324459000.0,60794882000.0,47688821000.0,32453533000.0,23409114000.0,55134542000.0,34475487000.0,68597827000.0
422,net income after adjustments,$,2004,27000.0,1339000.0,8979000.0,6392000.0,16194000.0,18783000.0,35956000.0,22955000.0,31360000.0,48430000.0,96611000.0,85267000.0,80699000.0,76064000.0,73555000.0,339032000.0,665779000.0,962694000.0
423,capital gains deduction,$,2004,4944000.0,23756000.0,40988000.0,54346000.0,68919000.0,71975000.0,54486000.0,69799000.0,70051000.0,101588000.0,126030000.0,99239000.0,89561000.0,75730000.0,69652000.0,170900000.0,167909000.0,352181000.0
424,additional deductions,$,2004,30753000.0,4979965000.0,6610536000.0,3116648000.0,1189732000.0,872515000.0,723351000.0,612398000.0,448326000.0,329752000.0,504815000.0,310578000.0,235653000.0,172381000.0,98097000.0,332450000.0,341209000.0,2375768000.0
425,total deductions from net income,$,2004,35724000.0,5007661000.0,6660849000.0,3177930000.0,1275488000.0,963273000.0,814046000.0,705483000.0,555263000.0,479867000.0,730783000.0,495384000.0,407297000.0,324807000.0,241303000.0,842989000.0,1176960000.0,3692927000.0
426,taxable income assessed,$,2004,0.0,18898860000.0,27253978000.0,35616407000.0,36727252000.0,40972883000.0,45456310000.0,46302798000.0,44505075000.0,41149244000.0,71596625000.0,60301968000.0,47282730000.0,32133363000.0,23183255000.0,54297463000.0,33307263000.0,64907884000.0
427,basic personal amount,$,2004,7389237000.0,35099220000.0,22062678000.0,18410717000.0,14128824000.0,12805371000.0,12077684000.0,10721419000.0,9151049000.0,7607010000.0,11547113000.0,8276751000.0,5673384000.0,3420671000.0,2218309000.0,4158604000.0,1620552000.0,987900000.0
428,age amount,$,2004,128502000.0,1519689000.0,3612771000.0,3209502000.0,1688701000.0,1280430000.0,889155000.0,522770000.0,302454000.0,142394000.0,64205000.0,7538000.0,3137000.0,1572000.0,1125000.0,2445000.0,1214000.0,396000.0
429,spouse or common-law partner amount,$,2004,461085000.0,1995203000.0,1756888000.0,1571547000.0,1350014000.0,1243161000.0,1186187000.0,1024394000.0,891838000.0,742886000.0,1165338000.0,907013000.0,639119000.0,432609000.0,280867000.0,544013000.0,206068000.0,119877000.0
430,CPP or QPP contributions,$,2004,13202000.0,309137000.0,508786000.0,746579000.0,973402000.0,1219606000.0,1497092000.0,1635062000.0,1576573000.0,1373856000.0,2157558000.0,1616011000.0,1137663000.0,690919000.0,448557000.0,823384000.0,307385000.0,183885000.0
431,EI premiums,$,2004,11411000.0,186736000.0,237755000.0,322961000.0,409796000.0,508128000.0,609153000.0,660965000.0,616397000.0,540857000.0,849027000.0,632639000.0,443592000.0,262503000.0,165796000.0,287250000.0,85746000.0,40846000.0
432,pension income amount,$,2004,1343000.0,78406000.0,207979000.0,497141000.0,414979000.0,359062000.0,302212000.0,251671000.0,212760000.0,163489000.0,235468000.0,144738000.0,85185000.0,50058000.0,32802000.0,70412000.0,30353000.0,16704000.0
433,caregiver amount,$,2004,2715000.0,20753000.0,29122000.0,44387000.0,49808000.0,59061000.0,63697000.0,42495000.0,46978000.0,38811000.0,46190000.0,40915000.0,25400000.0,17033000.0,10700000.0,22138000.0,7094000.0,3191000.0
434,disability amount,$,2004,35923000.0,455127000.0,480388000.0,506494000.0,345133000.0,254343000.0,238481000.0,201997000.0,162917000.0,128850000.0,175579000.0,113575000.0,91827000.0,56329000.0,31703000.0,65858000.0,27374000.0,16392000.0
435,"tuition, education, and textbook amounts",$,2004,3984000.0,149420000.0,1087246000.0,1243831000.0,1027421000.0,788181000.0,607579000.0,468293000.0,409289000.0,340039000.0,557428000.0,477851000.0,382888000.0,253120000.0,174064000.0,348144000.0,145889000.0,95648000.0
436,interest paid on student loans,$,2004,3758000.0,10990000.0,22017000.0,31562000.0,37000000.0,44607000.0,45642000.0,44187000.0,35500000.0,32259000.0,41984000.0,25724000.0,12737000.0,6113000.0,3261000.0,4923000.0,1359000.0,496000.0
437,amounts transferred from spouse or common-law partner,$,2004,40653000.0,168010000.0,350692000.0,471979000.0,322259000.0,253350000.0,183722000.0,153616000.0,111280000.0,79217000.0,106459000.0,78854000.0,47548000.0,26969000.0,19727000.0,34025000.0,10916000.0,5666000.0
438,medical expenses,$,2004,14950000.0,202903000.0,532673000.0,915937000.0,811533000.0,713004000.0,600185000.0,474277000.0,400755000.0,284264000.0,403370000.0,250401000.0,183954000.0,110565000.0,75733000.0,189620000.0,134032000.0,121370000.0
439,total tax credits on personal amounts,$,2004,1296286000.0,6428279000.0,4940483000.0,4474261000.0,3448423000.0,3123637000.0,2927316000.0,2591468000.0,2226255000.0,1835342000.0,2775212000.0,2010978000.0,1395859000.0,852326000.0,553874000.0,1047838000.0,412352000.0,254699000.0
440,Charitable donations &amp; gov. gifts,$,2004,0.0,17154000.0,87003000.0,243906000.0,288774000.0,341052000.0,382174000.0,400461000.0,375872000.0,365369000.0,610220000.0,545246000.0,450721000.0,338440000.0,253161000.0,676699000.0,508660000.0,1530213000.0
441,eligible cultural and ecological gifts,$,2004,93000.0,0.0,47000.0,264000.0,176000.0,2624000.0,3590000.0,1152000.0,892000.0,3692000.0,6805000.0,7625000.0,3387000.0,4217000.0,1629000.0,9257000.0,7427000.0,32944000.0
442,Total Tax Credit on Donations,$,2004,26000.0,4079000.0,21919000.0,62544000.0,75884000.0,91417000.0,103317000.0,108268000.0,101427000.0,100178000.0,167253000.0,150494000.0,124019000.0,94301000.0,70290000.0,191380000.0,146262000.0,450935000.0
443,total federal non-refundable tax credits,$,2004,1296312000.0,6432358000.0,4962402000.0,4536805000.0,3524307000.0,3215054000.0,3030633000.0,2699736000.0,2327682000.0,1935520000.0,2942465000.0,2161472000.0,1519877000.0,946627000.0,624164000.0,1239219000.0,558614000.0,705634000.0
444,basic federal tax,$,2004,443000.0,46354000.0,527797000.0,1448274000.0,2405054000.0,3329337000.0,4188556000.0,4719831000.0,5028725000.0,5071374000.0,9644556000.0,8787466000.0,7297181000.0,5236284000.0,3965294000.0,10069703000.0,7146924000.0,16149413000.0
445,federal dividend tax credit,$,2004,1212000.0,13594000.0,19478000.0,31037000.0,40169000.0,55600000.0,77889000.0,96019000.0,88029000.0,76021000.0,156918000.0,151823000.0,128518000.0,105214000.0,88449000.0,324171000.0,311226000.0,976628000.0
446,Federal tax,$,2004,443000.0,45944000.0,526898000.0,1445200000.0,2400817000.0,3324025000.0,4181148000.0,4712253000.0,5019652000.0,5060111000.0,9618299000.0,8757550000.0,7265786000.0,5208540000.0,3937871000.0,9967697000.0,7071363000.0,15903365000.0
447,net federal tax,$,2004,443000.0,45869000.0,525842000.0,1442769000.0,2395448000.0,3316112000.0,4169167000.0,4698421000.0,5004086000.0,5043351000.0,9589950000.0,8732094000.0,7248386000.0,5196418000.0,3929518000.0,9950238000.0,7059556000.0,15875820000.0
448,net provincial or territorial tax,$,2004,6432000.0,147716000.0,165486000.0,422012000.0,740265000.0,1080166000.0,1367965000.0,1664725000.0,1872243000.0,1812390000.0,3532869000.0,3242574000.0,2829083000.0,2062762000.0,1626553000.0,4316559000.0,3123538000.0,7242611000.0
449,total tax payable,$,2004,7743000.0,257138000.0,796142000.0,1993433000.0,3261319000.0,4522020000.0,5663238000.0,6487900000.0,6976926000.0,6935948000.0,13279431000.0,12142341000.0,10263286000.0,7412556000.0,5684351000.0,14592052000.0,10370170000.0,23257921000.0
450,number of taxable returns,$,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,number of non-taxable returns,$,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,total number of returns,$,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,employment income,$,2005,111609000.0,10246032000.0,12482256000.0,17200773000.0,21798371000.0,27208726000.0,32584513000.0,34688343000.0,35268350000.0,34372623000.0,62276193000.0,54394078000.0,45654003000.0,33153583000.0,23168082000.0,50633713000.0,24660230000.0,44169696000.0
454,commissions (from employment),$,2005,222000.0,49747000.0,53205000.0,81906000.0,118699000.0,162781000.0,202751000.0,235361000.0,259141000.0,333412000.0,653477000.0,679536000.0,618815000.0,585002000.0,488295000.0,1739150000.0,1642231000.0,3174742000.0
455,other employment income,$,2005,17121000.0,609969000.0,453817000.0,428617000.0,442442000.0,497870000.0,518209000.0,551694000.0,449740000.0,338096000.0,637472000.0,572186000.0,428826000.0,345766000.0,302349000.0,869720000.0,676436000.0,2585925000.0
456,Old Age Security Pension,$,2005,16815000.0,1388573000.0,4386066000.0,4691730000.0,2409169000.0,1858828000.0,1397937000.0,1107116000.0,863483000.0,663848000.0,913504000.0,601319000.0,350560000.0,217886000.0,136334000.0,294490000.0,144339000.0,100368000.0
457,CPP or QPP benefits,$,2005,29987000.0,1763858000.0,3722343000.0,5795317000.0,3647992000.0,3067371000.0,2447880000.0,2042195000.0,1615212000.0,1289178000.0,1793217000.0,1112406000.0,681214000.0,422964000.0,263967000.0,552542000.0,273032000.0,191209000.0
458,other pensions or superannuation,$,2005,4596000.0,180788000.0,454626000.0,1565591000.0,2559431000.0,3342103000.0,4025511000.0,4464339000.0,4520994000.0,3981185000.0,6417733000.0,4645829000.0,2914789000.0,1824813000.0,1213042000.0,2754361000.0,1352899000.0,977018000.0
459,EI benefits,$,2005,9574000.0,772822000.0,1538982000.0,1909711000.0,1891137000.0,1802560000.0,1296128000.0,963313000.0,650854000.0,447319000.0,577701000.0,299068000.0,137784000.0,70677000.0,33588000.0,49019000.0,6033000.0,3019000.0
460,taxable amount of dividends,$,2005,6259000.0,110091000.0,129356000.0,221727000.0,316149000.0,426408000.0,554310000.0,769138000.0,757070000.0,678601000.0,1289998000.0,1273661000.0,1066733000.0,922878000.0,839474000.0,2989720000.0,2777206000.0,8879571000.0
461,interest and other investment income,$,2005,26854000.0,659834000.0,715219000.0,1048200000.0,980389000.0,987540000.0,887828000.0,829301000.0,727286000.0,656007000.0,1088530000.0,904150000.0,695742000.0,558886000.0,401421000.0,1212427000.0,974289000.0,2709746000.0
462,annuity income,$,2005,2869000.0,95616000.0,268774000.0,663685000.0,882116000.0,1038326000.0,982089000.0,894370000.0,883094000.0,719413000.0,1235078000.0,989485000.0,683016000.0,517275000.0,362586000.0,891030000.0,624302000.0,670237000.0
463,net rental income,$,2005,-109584000.0,94908000.0,132135000.0,165949000.0,151653000.0,131292000.0,152875000.0,115803000.0,148064000.0,118716000.0,168666000.0,189655000.0,140050000.0,111946000.0,94565000.0,306374000.0,290352000.0,826531000.0
464,taxable capital gains,$,2005,105661000.0,152481000.0,156785000.0,225454000.0,260815000.0,277229000.0,323949000.0,344214000.0,345858000.0,347415000.0,689592000.0,704635000.0,607011000.0,530412000.0,499602000.0,1748265000.0,2101037000.0,8221076000.0
465,RRSP income,$,2005,19037000.0,299121000.0,337200000.0,393958000.0,446785000.0,504112000.0,581008000.0,591082000.0,574831000.0,504605000.0,881788000.0,650176000.0,525089000.0,374137000.0,297467000.0,648221000.0,460705000.0,457284000.0
466,net business income,$,2005,-711833000.0,1246003000.0,1612083000.0,1735167000.0,1556372000.0,1496599000.0,1360130000.0,1202608000.0,945687000.0,912223000.0,1512748000.0,1073496000.0,938304000.0,618487000.0,568930000.0,1410623000.0,1046994000.0,1483375000.0
467,net professional income,$,2005,-51661000.0,139531000.0,170402000.0,222059000.0,236655000.0,224730000.0,238856000.0,246438000.0,216382000.0,255153000.0,508530000.0,470182000.0,547733000.0,495618000.0,488693000.0,2545249000.0,4574731000.0,9091105000.0
468,net commission income,$,2005,-20076000.0,52495000.0,76299000.0,109328000.0,88690000.0,76444000.0,74812000.0,104076000.0,118098000.0,96546000.0,228411000.0,228837000.0,185495000.0,167944000.0,133133000.0,481170000.0,344829000.0,312920000.0
469,net farming income,$,2005,-295230000.0,18008000.0,112950000.0,89284000.0,93107000.0,88986000.0,84875000.0,171702000.0,87182000.0,52543000.0,112248000.0,84003000.0,66682000.0,57558000.0,36593000.0,103653000.0,153701000.0,130541000.0
470,net fishing income,$,2005,-9196000.0,-1125000.0,12694000.0,24292000.0,27610000.0,36685000.0,36301000.0,31353000.0,42326000.0,42936000.0,37253000.0,38013000.0,24299000.0,16644000.0,12262000.0,30116000.0,9341000.0,13274000.0
471,tax-exempt income,$,2005,9544000.0,4363048000.0,6962082000.0,3330502000.0,1236727000.0,836369000.0,584589000.0,538049000.0,366480000.0,275477000.0,391019000.0,215503000.0,119606000.0,88227000.0,63432000.0,120366000.0,57235000.0,20189000.0
472,other income,$,2005,-54856000.0,948143000.0,821234000.0,851402000.0,768992000.0,784489000.0,723788000.0,666154000.0,600033000.0,572600000.0,1028589000.0,803513000.0,758039000.0,588815000.0,565028000.0,1730276000.0,1693198000.0,3205152000.0
473,total income assessed,$,2005,-892286000.0,23190444000.0,34598508000.0,40754649000.0,39913578000.0,44849452000.0,49058339000.0,50556648000.0,49440164000.0,46657896000.0,82441749000.0,69929728000.0,57143982000.0,41669518000.0,29968844000.0,71111466000.0,43863438000.0,87224914000.0
474,Registered Pension Plan contributions,$,2005,9533000.0,21790000.0,35312000.0,66902000.0,132376000.0,247761000.0,426731000.0,572842000.0,685314000.0,772346000.0,1609760000.0,1634622000.0,1498843000.0,965689000.0,587956000.0,998521000.0,317032000.0,144144000.0
475,RRSP deduction,$,2005,4248000.0,99812000.0,212597000.0,400469000.0,637390000.0,883875000.0,1207436000.0,1417112000.0,1614094000.0,1607793000.0,3282373000.0,2984588000.0,2625312000.0,2224858000.0,1814040000.0,4573120000.0,2539850000.0,1846162000.0
476,"annual union, professional, or like dues",$,2005,1845000.0,40510000.0,45318000.0,64860000.0,87825000.0,134514000.0,180725000.0,206183000.0,228637000.0,250786000.0,457662000.0,426432000.0,324181000.0,199185000.0,111491000.0,160822000.0,38527000.0,13393000.0
477,child care expenses,$,2005,2645000.0,115604000.0,170129000.0,238637000.0,291164000.0,305052000.0,329285000.0,312253000.0,265965000.0,215055000.0,353196000.0,242591000.0,153607000.0,89737000.0,59355000.0,105995000.0,38204000.0,18373000.0
478,carrying charges and interest expenses,$,2005,9276000.0,41309000.0,38129000.0,77206000.0,84390000.0,95326000.0,103163000.0,123635000.0,116529000.0,117289000.0,240697000.0,214954000.0,197084000.0,174135000.0,142058000.0,431276000.0,414119000.0,1061303000.0
479,CPP or QPP contributions on self-employment,$,2005,211000.0,36853000.0,73586000.0,87030000.0,85473000.0,83679000.0,79886000.0,78664000.0,64224000.0,53239000.0,79129000.0,52432000.0,41819000.0,29651000.0,23238000.0,66629000.0,55566000.0,43395000.0
480,other employment expenses,$,2005,1795000.0,18999000.0,30861000.0,60638000.0,91180000.0,139647000.0,134462000.0,179712000.0,196672000.0,231066000.0,419135000.0,361850000.0,295263000.0,235651000.0,192451000.0,549416000.0,361531000.0,321993000.0
481,clergy residence deduction,$,2005,0.0,0.0,2145000.0,4753000.0,7556000.0,14434000.0,13853000.0,28512000.0,34931000.0,22893000.0,61100000.0,48523000.0,23957000.0,19660000.0,6966000.0,12851000.0,1957000.0,785000.0
482,other deductions,$,2005,9495000.0,117940000.0,105111000.0,108610000.0,113078000.0,145600000.0,127151000.0,152320000.0,137873000.0,136193000.0,275539000.0,234101000.0,219589000.0,207869000.0,162250000.0,537512000.0,613285000.0,1718230000.0
483,total deductions before adjustments,$,2005,39048000.0,485476000.0,707614000.0,1095551000.0,1524700000.0,2048173000.0,2601685000.0,3070297000.0,3343189000.0,3406051000.0,6782861000.0,6206771000.0,5385789000.0,4151567000.0,3102948000.0,7444018000.0,4382161000.0,5169110000.0
484,social benefits repayment,$,2005,0.0,7370000.0,6176000.0,12927000.0,5527000.0,1211000.0,1511000.0,811000.0,1307000.0,857000.0,34351000.0,86973000.0,123792000.0,123407000.0,107357000.0,273540000.0,137350000.0,97700000.0
